,8_2.5d_total,8_6d_total,8_7d_total,8_16d_total,zygote_sc,early2C_sc,mid2C_sc,late2C_sc,4C_sc,8C_sc,16C_sc,midblast_sc,earlyblast_sc,lateblast_sc,ES_sc
Pias1,5.81127,6.150790000000001,6.3965250000000005,4.98304,644.3568,768.43536,230.07277,155.81589,129.69662,36.875454,31.90972,90.082985,37.30157,58.33629200000001,10.914983
Pias2,22.4639,23.747155000000006,37.001155,26.36996,71.87116,94.479454,59.567154,58.386963,78.24139,73.58629599999999,89.357834,249.71848,165.3104,263.1869,60.038536
Pias4,22.04025,21.54705,23.89185,26.9402,21.177456,8.093417,8.413014,11.332317,9.517721,18.915499,18.516653,18.671288,4.067524,7.784418,107.43786
Pibf1,3.274245,3.218115,6.704189999999999,0.0,118.17787,131.87355,29.689087,19.342587,42.69507,54.958923,79.80498,92.66879,90.25911,81.17613,9.341604
Pid1,3.74773,2.33381,1.544805,1.496235,38.949287,48.285126,2.0781977,0.17955281,0.008399376,0.0,0.0,1.3431208,1.2112861,0.26953575,9.089472
Pigf,17.246650000000002,14.96235,17.6713,30.4233,134.0451,113.67906,86.4387,24.306305,34.38415,26.13396,47.36918,35.899708000000004,55.56507,51.468906,37.23392
Pigm,3.944335,6.649085,7.441229999999999,6.788545,26.727415,23.822502,24.515322,200.33943,103.70735,18.494614,30.320698,28.292253,57.83932,39.43141,6.3304977
Pigp,0.0,0.0,0.0,0.0,35.065197,12.714044,46.918423,54.173378,117.95634,229.0372,204.67413,220.66861,268.39288,405.59628,150.24094
Pigs,41.16825,40.9517,45.25655,51.66045,34.516396,26.801163,26.877932,57.043890000000005,70.189995,108.40736,85.39516,96.43502,103.07239,73.33976,72.588234
Pigx,50.25492,40.45961500000001,36.723645,53.0671,5.4510703000000005,2.6242802000000003,4.8913455,23.352318,80.85978,48.946983,46.779053000000005,22.148865,21.972895,25.777224,60.39155
Pigyl,25.9847,25.3954,30.1077,23.57185,34.983433000000005,19.514763,78.46772,115.16087,59.762330000000006,69.6678,95.15315,109.04457,110.46515,96.24869,130.65097
Pik3cd,1.820596,1.1062415,0.971154,0.6685465,512.20374,883.1278,385.07333,259.96536000000003,69.832695,12.038123,2.2609828,35.215454,27.218239,12.513962,2.2246685
Pik3r1,7.12657,17.055300000000003,16.65905,10.494084999999998,242.44695,246.74716,243.68169,135.76928999999998,34.088318,12.685669,18.95729,54.374207,65.29605,52.70954,1.9902098
Pik3r3,2.036195,3.648815,3.851905,2.050234,97.13179,138.28432,115.43775,65.82536,58.148067000000005,11.322266,4.2869573,2.4163404,11.929001,9.677583,2.8729353
Pik3r4,10.13041,10.9372,10.81369,4.35543,200.65482,245.62717,92.34132,61.08144,57.25164399999999,42.238804,41.246376,62.516438,37.87586,45.712845,15.321525
Pinx1,14.23835,13.7721,13.8415,13.83535,350.4851,244.9431,19.909252,30.301004,66.78333,97.320114,98.3127,32.688004,61.029644,74.882706,48.884705
Pip5k1b,3.243005,9.02553,11.02185,6.099629999999999,6.456991,13.791881,12.591203,19.785637,3.849589,0.187794,0.084907115,9.083004,4.641555,73.523155,2.9601752999999995
Pitrm1,0.0,39.78975,44.68405,36.33045,20.531921,27.759338,29.135757,32.177868,73.089066,49.378178000000005,59.801132,231.03612,173.2423,97.772896,46.9033
Piwil1,0.127161,0.1647885,0.1166805,0.1022975,51.85132,58.047997,20.719656,5.897418,0.0227292679999999,0.0026233804,0.005415395,0.0655837059999999,0.0531184559999999,0.013348778,0.0
Pkd1,5.75975,4.472635,5.203330000000001,4.67512,2.8129094,6.6940417000000005,21.3451,52.673145,49.551056,14.001760999999998,4.7486086,7.8257723,12.87629,4.1838574,0.33609885
Pkd1l2,0.0396411,0.05618,0.05207985,0.0156416,0.7422495,1.3781443000000002,3.7403185,6.446772599999999,23.162851,23.572437,13.137583,5.706217,6.289282,7.711322,0.41180807
Pkd2l2,0.0,0.0,0.0,0.0,3699.0996,3341.7847,1721.6881,346.78705,32.52317,10.259561,107.72963,14.99707,3.1577017000000005,1.4406492,0.92475164
Pkhd1,0.08318695,0.0270545,0.0521725,0.04479585,27.539865,43.079296,25.801477,1.2789582,1.8761055,1.4148625,3.647387,0.15086733,0.003217152,0.009135216,0.1561015
Pkib,0.056374,0.0138939299999999,0.0235206499999999,0.029964285,2.1198184,2.9927852,0.6254659,0.04400987,0.661035,1.9603652,0.0,0.013005612,0.0023257122,0.014174704,0.0
Pkmyt1,17.364244999999997,13.63965,17.891750000000002,13.3044,32.169678000000005,16.086613,25.108744,30.236212,23.381186,26.359955,6.443111,9.34128,2.6530287,5.5221,39.15224
Pkn3,3.945335,2.654705,3.17323,8.168205,0.39026845,0.033814617,5.6009655,24.942562,38.628048,9.808507,7.566486999999999,12.139855,7.1899776,7.207414,10.227861
Pkp4,25.31491,22.31717,21.14683,19.902385,298.21487,301.8187,379.4235,206.24124,99.71911,57.50666,79.11721999999999,84.63913000000001,90.45809,69.26475500000001,7.302521700000001
Pla2g12b,1.375555,5.931430000000001,7.0183800000000005,3.171355,5.505304,2.3220644,0.8754847,8.787203,2.0888848,0.0060238209999999,0.0,1.2901915000000002,0.7977493,1.3159444,0.75764734
Pla2g15,28.88915,20.83495,21.5453,31.75655,101.245705,120.490486,139.64963999999998,268.9668,237.18065,196.2469,110.891,194.34444,94.24372,150.46928,13.883317000000002
Pla2g4c,0.3014035,0.553443,0.2838495,0.16907,914.08685,1364.0526,532.64526,246.84888,60.422573,7.765471499999999,48.685093,21.264088,4.795682,5.2734294,0.90470654
Plaa,4.412059999999999,8.759125000000001,5.765965,4.122595,418.18262,528.4663,605.5914,452.95013,487.11838,429.11176,342.4461,246.84259,324.51575,201.88698,39.65016
Plac8,4.909545,19.31535,18.2942,244.6755,349.87976000000003,297.2407,162.1356,27.869015,4.933617,18.734146,19.090124,0.9683885,4.2843266,7.799810000000001,14.152944
Plag1,0.3533929999999999,0.103374,0.123758,0.0,83.9018,152.96413,138.92181000000002,32.11705,13.537648,1.46794,0.4963322,3.3809786,2.654816,0.42823267,0.40691665
Plagl1,42.141935,32.0522,21.84555,9.87669,3.3231325,5.3801403,5.899524700000001,3.210677,2.431482,0.06736298,0.31229937,0.9878368,8.87924,8.571672,12.409311
Plat,8.804884999999999,50.12135,54.8835,19.56645,280.1124,210.28294,56.935253,25.660305,6.5038495,9.171839,6.250664700000001,7.082175299999999,11.054702,20.041327,0.21788846
Plcb4,4.387044999999999,4.4968365,2.91588,1.315102,0.45008993,0.4493818,0.25656894,0.13864669,0.0,0.40380543,0.03186938,0.46901572,0.0031248443,0.32058197,3.635512
Plcd4,0.0600025,0.0429125999999999,0.360374,0.0,0.37497225,0.096205905,36.488293,68.861435,29.902653000000004,22.932125,18.452034,4.729577,0.27812785,0.0314422029999999,0.4336258
Plce1,1.61859,1.150615,0.583715,0.617638,62.686493000000006,83.29309,65.88456,18.918375,0.06658306,0.0043302127,5.348723000000001,0.45792925,0.43064564,0.0040387786,1.1521083
Plcl1,0.0679934,0.1147425,0.07826225,0.1138926,0.0214369739999999,0.035188235,0.030083632,0.18191162,0.0,0.10365676,0.008871412,0.0124960519999999,0.0039076647,0.017787207,0.0065315159999999
Plcl2,2.76807,6.34575,7.18204,7.90747,1.5279758,2.4764526,3.6901672,0.20995626,0.0,0.9824311,0.0034115706,0.0,0.0026973195,0.0049293204,0.0
Plcxd2,0.901529,0.5122905000000001,0.2903445,0.85198,0.034742594,0.6907325,0.012398371,0.24465132,0.0,0.13470687,0.09833962,0.013893764,0.014395686,0.031735886,0.12301521
Pld1,0.9779855,1.45236,1.807155,3.15632,1279.4922,1726.4099,1216.8419,503.0788,100.894646,12.032931,22.396019,9.36312,1.7521089,23.488712,0.5900312
Pld2,6.25832,5.426500000000001,4.93793,4.033225,165.89091000000002,152.47678,95.101326,54.627888,14.349246,1.3489418,0.7131274000000001,2.2257714,25.906853,1.1824298999999998,4.369807700000001
Pld3,42.1394,34.6219,54.2477,63.1673,25.465591,21.960003,3.4095160000000004,7.4480963,23.385239,175.64534,188.0225,226.27388,304.37457,127.42635,74.453384
Plek,0.0671074,0.2893335,0.4293964999999999,0.10944405,34.049690000000005,55.931046,46.232952,26.816269,0.26332045,4.0690985,0.027893879,0.14738089,0.64836824,1.5915494,0.010415121
Plekha1,16.203699999999998,15.41705,12.71253,11.26561,62.64943,97.90371,117.48699,112.59013,117.19435,74.92848000000001,65.16154,49.423344,50.43158,30.437813,15.081764000000002
Plekha3,6.3313950000000006,4.25029,6.782439999999999,4.69866,331.94733,313.11438,411.37598,202.7895,41.119446,17.453727999999998,19.929182,10.484745,7.8413424,10.323034,1.9002781
Plekha5,0.0,0.0,0.0,0.0,33.6491,56.24585,62.70186,43.795326,56.11382,24.927881,16.199448,36.728386,29.220093,27.143904,4.4725056
Plekha8,9.504065,6.9000900000000005,7.000069999999999,5.4434965,335.03333,488.16843,636.3265,318.85107,62.282013,29.004246,76.25988000000001,34.167015,38.41994,39.637943,3.5382283
Plekhb1,11.443295000000004,3.3307315,2.55464,3.524832,13.647945000000002,32.230476,13.812019,11.815115,4.4067110000000005,8.030472999999999,4.1325483,0.014690573,0.008290254,0.018145155,8.629921000000001
Plekhg1,1.036168,3.51469,4.47233,2.024455,533.6872599999999,680.5623,362.18774,151.07303000000002,20.02168,1.352143,19.2167,1.2034484,0.0551659459999999,0.03430647,4.4423213
Plekhg3,4.39554,6.714635,7.808135000000001,8.214220000000001,207.12656,233.58539,38.518375,52.451225,104.753784,81.80474,51.76678,113.50001,70.32238000000001,51.828465,5.7393003
Plekhj1,37.65555,36.49425,40.589650000000006,51.039950000000005,42.19155,21.672655,27.304153000000003,51.24746,37.013874,21.838211,36.231827,32.7686,24.666058,29.971006,137.2866
Plekhm1,4.17113,4.649615,5.835459999999999,13.8289,64.58555,109.692184,109.49148,139.61688,217.70241,115.84635,91.37492,43.467995,61.70381999999999,48.510876,11.174458
Plin2,28.0266,25.3426,20.32815,48.0657,0.6101219,0.2667985,68.41537,95.03688,35.77623,22.852293,43.416523,672.72455,662.1982,520.363,43.640896000000005
Plin3,23.2666,26.52545,24.65235,37.8661,17.698242,8.16886,13.941332999999998,52.325806,27.318033000000003,59.952423,110.90711,266.95926000000003,169.6164,182.33902,115.05752
Plk1,79.88145,95.3739,91.78995,30.30545,264.80035,176.45998,174.94356000000002,125.82323999999998,160.34706,174.11789,246.59015,145.10547,93.27235,80.92121999999999,153.67735
Plk2,13.5492,17.66075,14.09453,43.6512,2.5781775,24.12094,370.81277,163.64122,14.371199,9.397021,1.9840206,16.59362,8.085329,9.091193,1.6550709
Plk3,18.5316,9.322175,7.17353,7.808350000000001,13.555382,5.557624,156.9269,167.31264,26.981140000000003,43.684063,35.560745000000004,11.282605,28.838282,8.7413435,17.28584
Plk4,13.343205,14.23797,13.257775,18.9941,266.81293,330.50082000000003,309.57578,87.5889,79.12002,28.735857,34.46248,33.122726,28.023565,19.131168,18.840258
Plod2,63.3971,112.96035,101.76005,77.3962,39.715084,8.668998,6.472346,1.0330093,7.363142999999999,4.2460394,7.9500356,93.4165,111.010284,194.72505,11.194496
Plrg1,45.2978,45.96725,45.3076,36.8609,409.65012,383.31213,214.85173,286.10092000000003,390.3868,175.5132,165.72746,111.286766,136.26201,154.3395,83.38129
Pls1,6.053785000000001,1.39972,0.8365245,0.48987,269.48315,209.48717,110.0225,19.966118,8.061126,22.371124,12.594605,8.085189,9.908154,12.945642,4.7698975
Plscr1,9.227235,23.2418,27.3815,23.07785,4.100521,8.334085,63.133137,14.321720999999998,0.51918226,11.426191,2.1744473,27.25482,29.67285,90.22835,83.913155
Plxdc1,1.7001885,0.1340084999999999,0.0734328,0.08381395,0.0,0.009443626,0.16680712,5.4838657,0.0,0.99621207,2.4159186000000004,0.0,0.0019137711,0.0,7.214230000000001
Plxdc2,1.2963300000000002,1.2542049999999998,0.7541214999999999,1.35972,30.620714000000003,28.21941,4.887302,6.6913404000000005,2.795178,0.106403284,0.0046479767,1.7609289,0.0071163493999999,3.485459,0.0132636735
Plxna1,27.51395,23.7255,18.90785,19.73275,105.13633,68.30109,52.777393,34.18846,27.959553000000003,10.37075,9.71454,49.68302,32.690895000000005,31.114248,3.5389717000000003
Plxna2,1.393585,1.2591325,0.6966325,0.760899,39.45398,34.162209999999995,16.687593,13.453987,0.89784324,0.500165,3.8023224,0.6546341,1.202546,0.05677981,0.23977312
Plxnb2,18.25862,26.38675,23.968135,102.9565,21.471067,18.048132,5.485829,11.268327,9.545059,39.91299,47.919083,90.38297,77.98949,29.154957,9.880192999999998
Plxnc1,0.2907395,0.354004,0.4074339999999999,0.198473,194.5906,190.58826,181.07182,117.841576,6.6454434,4.363983999999999,17.8731,0.4115008,1.5532215,0.19373816,0.38520887
Pmepa1,8.099540000000001,16.0193,19.4071,7.8629,0.0,0.010131759,0.0,0.058119584,0.02398722,0.021004433,0.5690396,16.94578,29.147816,14.20849,2.0589666
Pmf1,94.8751,76.62835,84.8446,77.9706,50.23975,35.776794,29.688147,32.453575,12.97602,52.667328000000005,94.21766,123.38421,150.24,139.95322,230.37338
Pms1,8.91524,4.940740000000001,4.27484,4.65535,58.969124,65.347916,16.654795,7.823658,12.338767,13.455429999999998,24.109428,38.350864,76.50428000000001,33.370796,17.943195000000003
Pmvk,41.81145,16.9629,17.527250000000002,20.45135,4.0799265,5.022399,5.531814,3.61896,8.69406,15.66629,14.493104,68.29064,149.88771,55.3104,91.53105
Pnn,44.8618,47.55615,43.88185,50.9207,217.78302,293.0956,536.1796,619.4259,526.32794,155.18652,236.39273,197.9885,222.26474,187.70851,50.439453
Pno1,36.38295,42.83215,35.9702,39.21505,23.844036,13.868182,69.70446,163.80038000000002,237.7463,190.29805,201.82622,133.38828,142.28136,119.2721,301.01007000000004
Pnpla8,5.800345,6.907005,6.62952,5.945395,182.8303,246.66197000000005,401.97754,326.5102,152.58452,269.20877,162.99331999999998,117.807144,124.9429,90.43849,10.735262
Pnpt1,33.33865,40.85285,44.205450000000006,40.5899,17.237185,18.248817000000003,8.521119,4.2592807,19.49534,34.891290000000005,23.927187,98.538765,87.810425,71.13016,47.371117
Poc1a,11.30665,9.08918,10.92216,4.572335,118.46819,103.63444,33.02742,49.293476,88.76973000000001,71.92079,21.367048,67.44845,61.075603,63.86022,44.837948
Poc1b,8.310905,4.34459,4.47077,6.380375,23.950712,21.938835,12.35067,4.622188599999999,0.018423121,1.1328732,2.1277647,11.178224,2.3536973,4.0098224,6.5942435
Poc5,5.018865,6.793685000000001,6.552255000000001,12.8111,90.022285,114.00856,99.54523,117.98087,56.208984,37.84007,42.555832,39.949116,40.947983,44.26081,18.081709
Pofut2,21.7844,46.42835,56.9667,96.19135,106.76405,129.72598,91.077736,58.324696,50.61599,21.325674,23.972263,35.801773,53.580627,31.030659000000004,33.585438
Poglut1,20.274615,17.88234,16.10855,17.41948,1.0266275,2.1509697,12.632638,41.394447,31.425604,23.28342,40.13492,142.08815,160.32551999999998,54.753240000000005,81.64674000000001
Pola2,42.368065,26.201125000000005,27.946415,22.57935,24.618576,12.05868,2.5548248,16.4139,17.295263000000002,13.429536,13.817082999999998,29.983297,27.240765000000003,31.616053000000004,91.48041
Polb,19.1365,12.0143,16.05965,12.16875,237.41295,228.58578,214.61212,65.69726999999999,105.75539,101.97248,128.67975,54.116188,75.42211,169.05283,49.51703
Pold2,127.072,48.81325,36.3709,61.94285000000001,16.313757,14.292904,9.962208,10.38807,13.56839,44.895790000000005,38.100513,80.02999,104.45249,27.267591,217.48567000000003
Pold3,36.56755,29.77913,31.412245,31.0475,447.9373,627.6016,320.95407,130.73963999999998,302.03525,384.69574,369.31177,242.97275,164.3684,98.92183,54.862186
Pole2,21.031,19.0836,18.02995,16.102,83.65845,113.56722,22.615784,44.83059,16.51801,66.07046,79.122734,105.00345,79.562386,65.005974,53.354668
Pole3,0.0,21.1804,23.10265,0.0,88.503876,105.34396,40.95197,88.67505,123.8019,161.98106,154.2505,96.15154,131.157,76.402176,126.962555
Pole4,34.745400000000004,36.054605,26.65225,29.985550000000003,208.15211,203.16058,230.31468,151.94678000000002,133.73103,92.81025,73.3528,30.982567,44.64567,56.504757,202.99287
Polg2,3.7688475,3.213315,1.81408,0.0,3.4068642,3.9029965,3.81997,6.4954405,6.027397000000001,9.265302,7.1123323,11.485233,14.829895,4.625041,11.839877
Polh,5.603417,3.598974,4.230995,4.986585000000001,0.11493406,0.50568634,11.134472,20.49403,6.135692,9.584574,8.153278,3.9162662,4.044204,0.6288118,9.436791
Poli,8.237175,8.699215,6.068435,6.009825000000001,29.923565000000004,28.573353000000004,17.153097,6.942253,3.9945495,4.578937000000001,4.3488016,7.0760193,16.421877,18.579191,14.444564000000002
Polk,6.57973,4.2519100000000005,4.43898,11.49905,17.371122,16.172842000000003,5.913416000000001,0.3967095,5.9653,13.776472,13.58327,13.316282,10.995963,4.3562613,2.5854766
Polm,3.2325950000000008,3.0595800000000004,4.66533,2.015185,155.82538,148.27289,85.51165999999999,95.24237,27.016790000000004,22.47018,15.326517,39.227173,30.159307,6.493965,3.8870492
Polr1d,106.8123,102.79095,104.4836,138.80155000000002,43.245740000000005,28.574299,245.41406,283.20596,360.73947,318.6072,365.59,231.08855,318.16794,409.78363,381.80756
Polr2b,48.3807,54.1503,54.81675,45.22775,57.19161999999999,24.806356,216.29956,280.4074,423.02118,358.27682000000004,381.06152,260.66714,267.16995,124.37305,82.50913
Polr2c,106.794,74.68215000000001,49.41345,39.72715,678.73004,582.1043,449.8352,223.93997,169.85457,142.23086999999998,123.1379,91.19399,95.57273,102.70583,248.63605
Polr2d,67.5875,68.05574,73.359025,63.95034500000001,117.18227,101.37986,329.46335,521.5963,166.72343,241.08395,207.51039,108.66364,141.84938,193.84299,233.56543
Polr2f,184.0795,158.23399999999998,165.822,158.67299999999997,95.27896,58.475235,213.25456,287.5542,352.14017,348.60272000000003,366.35468,151.93962,202.90425,228.19872,621.1441
Polr2g,96.18265,71.14855,75.37994999999998,90.40645,559.7118,651.00507,424.1522,390.20352,185.07027,197.28154,202.7916,253.92136,285.02158,282.7453,361.9418
Polr2h,59.2384,65.73915,60.5325,64.42175,62.28315,51.459797,65.60043,265.60162,412.18948,259.25717000000003,251.12291,108.85261,179.29968,137.1959,305.4923
Polr2j,114.379,114.346,115.189,89.33035,140.24838,118.895615,376.3035,432.09833,447.47562,380.93512,319.5308,131.91982,227.12296,223.60416,370.75723
Polr3a,14.8684,14.34955,11.29066,11.904,106.88338,132.83484,129.9934,283.12518,300.56363,98.23192,57.536694,70.83997,62.16198000000001,18.8194,19.530111
Polr3b,12.73255,13.91095,12.1882,10.83202,17.032467,18.622185,25.095564000000003,79.588646,88.479324,44.98635,44.806183,70.9025,74.58657,49.137836,21.258278
Polr3f,4.78792,6.813144999999999,6.442815,3.05219,51.428467,61.480698,42.69237,45.63943,102.62896,83.93892,87.166504,61.291340000000005,51.390133,25.839504,8.514052000000001
Polr3k,9.65423,8.19696,8.159634999999998,6.31115,70.76935999999999,62.09443,139.43315,192.67244,546.6398,152.38782,115.33727,90.82164,138.72974,130.46598999999998,34.14828
Pom121,30.77725,47.177,34.10805,40.6003,407.6249,426.61652,700.22516,624.00525,252.76106,176.13858000000002,137.51646000000002,83.93972,48.913303000000006,40.24607,8.506672
Pop1,6.81207,8.772224999999999,7.87636,6.43313,58.219112,54.642605,51.522655,73.36284,64.39475,33.977129999999995,42.27872,20.085388,36.10223,17.919276999999997,34.717144
Pop4,20.0163,24.09995,22.04175,24.59535,63.669785,53.059338,30.272790000000004,34.078106,197.07556,215.30826,197.54399,248.17819,288.84097,176.97092,36.69946
Pop7,20.9247,22.60705,28.731300000000005,16.6781,47.998573,39.09073,14.924664000000002,39.071873,95.86405,114.92749,146.99924,100.68928,123.40241,59.013535,112.762886
Popdc2,0.1434624,0.353409,0.4371005,0.26208,46.148552,43.929768,4.68617,1.9039869,0.0,0.030192917,0.07990639,0.17944781,0.12653397,0.1531472,0.0
Por,74.3416,42.53545,34.95325,52.0607,4.0401716,3.3052620000000004,15.506535,20.37205,57.799355000000006,29.25445,42.077496,39.015305,95.604774,17.35474,69.071075
Postn,2.731739,5.1272425,7.1779755,12.682925,45.90662,53.198616,50.493107,12.281818,0.008130964,2.000387,0.003047292,0.0837101859999999,0.0055798725,0.024955424,0.0
Pou2f1,5.619199999999999,5.9238655,3.407785,4.706254999999999,132.11328,35.309414000000004,15.613162,9.093793,11.25601,9.232178,27.511097,35.502537,27.308105,34.3228,5.1028
Pou4f1,0.0,0.0,0.0,0.090827,219.95465,341.2438,251.1392,144.66507,32.817753,4.7864485,19.602385,0.37734717,0.56544745,0.69650394,0.41377705
Pou5f1,584.419,191.909,120.9715,141.2825,127.873825,140.3814,122.233826,45.40675,43.056698,526.0391,522.5045,547.48395,313.30002,220.94765,1543.0216
Pou6f1,0.64093,0.0,0.1402275,0.0,0.8625226999999999,0.7649716999999999,10.770623,31.080038,107.66936499999998,49.88729,32.47742,31.450659,29.110292,8.160162,1.6625388
Pou6f2,0.105326,0.1722725,0.131782,0.0939547,7.360085000000001,2.7742133,4.7496514,14.618967,0.007794678,0.039594505,0.0,0.0143372969999999,0.0,0.008754432,0.0
Ppa1,115.6335,85.82495,87.24295000000001,79.23765,222.576,140.05435,106.54635,144.69937,249.21275,102.4311,85.018906,172.43652,193.58383,162.05095,795.51324
Ppan,43.6682,66.76875,74.8435,33.1589,40.57593,19.80038,4.315617,58.609016,63.97115,97.16667,85.23254,80.24501,54.119514,61.84349,281.5485
Ppara,0.0321249,0.0817092,0.10051225,0.0311827,6.070973400000001,5.687042,6.869783,0.5531764,2.1709673,0.009355821,0.007414701,0.017594451,0.50478095,0.0044384273,0.04689606
Pparg,0.110329785,0.26682765,0.22097785,0.543457,34.090137,22.97326,8.321145,1.9872124,2.505839,0.04667876,0.0082628075,0.15778926,0.0,0.003160385,0.0
Ppat,33.83255,0.0,16.964000000000002,0.0,1.8629463,8.234207000000001,665.3027,1060.1578,1058.8495,834.1729,899.59845,365.4916,299.04498,255.69066,123.26907
Ppcdc,8.10239,12.4962,5.71691,3.0974150000000003,3.3359263,3.8454843,2.4760706000000003,13.251127,11.99462,40.042355,38.33896,87.96197,73.84090400000001,34.03972,12.394566
Ppfia1,0.0,0.0,0.0,0.0,619.44824,530.7768599999999,637.02545,427.95282,279.98297,197.59663,174.87039,149.63512,128.40616,127.62027,4.6263537
Ppfibp2,0.0,0.610095,0.564695,1.539035,255.21732000000003,282.27545,50.182323,31.051813,168.69212,433.16367,377.6954,106.87369,107.06226,124.74907,3.9398818
Pphln1,10.291205,16.61616,13.63035,17.822125,127.09345,121.76196000000002,178.06932,288.43066,288.01245,187.16068,210.39677000000003,119.29815,101.281105,104.30566,15.626516
Ppib,144.53449999999998,218.163,264.028,137.49450000000002,30.856361,26.607191,23.198366,9.451134,21.874676,29.017422,30.405647,134.60846,141.10207,137.51933,220.7368
Ppid,46.3721,63.87795,64.5608,80.3351,16.896729,21.868889000000003,16.887532999999998,81.20574,191.27379,203.85725,252.1677,361.02872,422.12628,338.0275,357.4417
Ppig,16.803,18.0225,10.89924,10.2802,889.6181,530.33167,1235.333,1366.3357,986.70526,1329.882,896.68665,349.7831,281.49695,289.33932000000004,30.043497
Ppih,49.040695,56.55595500000001,53.198185,39.931895,18.032793,18.465963,23.269838,39.56612,41.89014,54.67567,61.411533,55.84515,87.441505,37.199290000000005,78.45331
Ppil4,16.29815,17.142049999999998,18.0891,17.9907,254.06851,273.00363,92.28015,80.69381,185.22649,156.0233,146.95941000000002,114.67629,106.890976,126.05419,45.752563
Ppip5k2,6.387230000000001,14.2073,15.98725,8.60609,203.19992,249.9537,355.66382000000004,149.195,69.15999000000001,82.67950400000001,66.87933000000001,128.58525,121.2127,97.19202,14.488206
Ppm1b,51.8652,29.32135,31.1858,54.98305,375.05643,240.46722000000003,178.65614,132.71472,76.5536,63.59051,92.35603,130.97531,132.19662,81.24894,24.07174
Ppme1,31.1257,35.6452,25.2295,25.8748,124.51151000000002,95.358765,36.718464,26.405392,9.591219,19.08547,18.971306,36.049175,25.805147,45.063637,41.4687
Ppp1ca,343.4815,294.864,284.4325,223.7895,98.31197,87.72055,190.88405,395.22556,503.47983,367.59818,447.15097,604.21704,668.6736,920.9368,766.1827400000001
Ppp1r10,12.3809,50.84875,35.7291,34.3067,661.1025400000001,691.7034,227.84497,247.76917000000003,364.55023,108.53205,109.64236499999998,91.37648,38.658966,70.7192,22.413237
Ppp1r11,13.4923,21.71175,20.305300000000003,19.1107,96.46651,53.89921999999999,19.914267,31.76421,44.0738,101.34544,119.22838,202.3026,287.60062,215.88153,66.43314000000001
Ppp1r12a,22.55615,23.152395,24.34208,43.37965,725.9048,651.3428299999999,622.66565,358.28833,209.48636,117.42603,107.72202,120.7376,154.11784,123.77154,19.652075
Ppp1r12c,20.06415,16.5322,13.7609,27.9859,2.3385139,0.7989144,5.240317,39.69671,48.964490000000005,30.179540000000003,15.696737,23.524591,29.361475,14.78858,4.8878016
Ppp1r14d,0.0,0.0,1.4121895,0.1323245,3.7924004,2.303652,1.1364685,2.9472492000000003,3.7886212,4.162562,1.4052466,29.312742,52.038654,51.109173,13.269132999999998
Ppp1r15a,26.6831,45.1307,38.44455,111.959,111.31183,70.24422,815.8526,675.33466,277.84543,77.82424,80.85670999999999,69.30643,50.22704,9.844182,33.259365
Ppp1r16a,8.35456,11.905545,9.16085,10.30025,0.030005995,0.047059894,8.456392999999998,45.61791,29.442627,6.6124015,5.538081,15.115853,4.2567935,8.283821000000001,24.036026
Ppp1r3d,0.5937695,0.2004969999999999,0.170498,0.1960155,47.186256,53.634254000000006,13.420291,6.0467095,1.989054,0.4316935,0.03704241,0.156525,0.0,0.0,0.015613422
Ppp1r3g,1.15892,0.4197335,0.270345,0.4583995,0.0,0.0,0.059510935,0.7429824,0.0,0.0041090604,0.0037568423,0.0038678893,0.0,0.0,0.099693246
Ppp2r1a,141.4905,152.339,142.72750000000002,154.05849999999998,371.3906,285.56815,76.12462,86.13136,157.34929,303.5557,350.5211,689.1977,602.5273,509.65768,302.83252000000005
Ppp2r1b,33.580845,26.56259,29.921185,8.99365,61.698547,113.41716,60.38939,32.154324,35.231106,25.587034,49.27403,83.40674,122.962585,76.1479,66.47006999999999
Ppp2r2a,22.26435,28.8431,25.6402,53.8964,141.97879,118.711655,387.1378,464.3203,305.35287,207.03781,166.73596,108.35902,110.571915,144.63612,98.2284
Ppp2r5c,42.15,33.037865,39.238625,47.294900000000005,334.34457000000003,366.31787,547.70795,207.9545,50.455833,112.15326,97.157364,285.06894,330.8047,314.58118,47.887535
Ppp2r5d,69.97745,63.045,76.0289,55.4606,70.49963000000001,120.00236,136.03968999999998,125.87936,52.56608000000001,46.46568,27.04562,90.767746,109.21603,86.20414,73.16192
Ppp3r1,29.26915,44.16335,48.51975,39.6008,287.39175,343.1561,181.6624,65.15767,48.787693,42.511158,46.78034,105.08671,79.64316600000001,84.19801,55.611230000000006
Ppp4c,105.0875,113.47595,111.37,39.69358,189.0765,102.24436,276.2761,460.7228,437.15158,365.39847,357.0781,205.20651,193.17671,215.09796,535.0047599999999
Ppp4r2,16.10315,25.89035,26.007,28.59865,332.46793,437.21347,868.36554,723.62,375.86407,187.71446,171.69977,83.82886500000001,98.3192,88.48376,6.624484
Ppp4r4,0.383966,0.7097154999999999,0.723,0.222682,0.0,0.0861897,0.0,0.52971697,0.0,0.0069686724,0.0,2.9328125,0.0,0.0,0.45657933
Ppp5c,59.5673,53.9759,52.62195,65.31729999999999,11.426011,10.740332,2.9901075,11.78152,40.155178,30.963697,31.922617,87.9926,58.834435,51.501427,136.18628
