,8_2.5d_total,8_6d_total,8_7d_total,8_16d_total,zygote_sc,early2C_sc,mid2C_sc,late2C_sc,4C_sc,8C_sc,16C_sc,midblast_sc,earlyblast_sc,lateblast_sc,ES_sc
Bod1l,5.106489999999999,6.83156,6.913315000000001,4.59986,245.25359,249.27219,333.78748,1083.7499,974.3334,242.76547,194.02853,201.13705,182.9061,186.64066,3.7776103
Bok,6.348189999999999,3.985160000000001,4.49642,9.97133,0.0,0.0,0.0,3.6335633,8.981568,78.25454,89.53792,48.265923,37.79281,34.340340000000005,24.087263
Bpgm,9.534555,7.4365,6.848730000000001,8.31953,1446.1017,646.7735,132.94766,41.243385,14.638525,7.2018743,20.358128,5.7089157,0.22783571,6.0657744000000005,18.532114
Bptf,2.433665,7.537389999999999,2.81822,0.0,749.21826,582.48425,457.49442,499.31885,503.9992,243.81006,225.19469,286.22467,164.76016,257.1113,4.439718
Brca1,17.080199999999998,13.7417,12.88885,14.225650000000002,128.02145,121.823,43.031433,30.523493,37.40216,26.605698,31.314888,119.345116,60.115190000000005,56.44139499999999,12.461157
Brca2,8.2918645,6.082225,7.8354365,5.58774,833.5905,839.9707599999999,1820.4901,1799.2291,1323.6036,277.39508,180.07248,224.75276,88.892845,109.0576,10.941889
Brd1,4.54846,17.7181,9.4853,3.82375,422.81708,406.31503,546.12604,471.78717,312.9655,143.01346999999998,114.85002,205.63988,108.42378,133.15085,11.463975
Brd2,64.76655500000001,84.6627,70.13619999999999,167.6126,343.6932,135.29877,1008.1268,1070.6461,1018.1872,740.459,473.61887,279.92764,156.08574,209.86789,58.55211
Brd3,29.32065,22.81633,18.80285,20.48375,244.05066,198.64778,131.56712,154.46223,474.66797,282.97296,322.20337,141.79665,121.0189,142.73943,46.986385
Brd4,25.02965,26.022915000000005,5.0443,14.53494,762.2082,749.8231,707.9229,609.57654,464.13492,355.50775,241.9233,262.01157,212.664,187.57144,38.580315
Brd7,37.61005,26.71375,31.61705,10.27385,296.34576,353.8726,371.92166,191.92905,159.73488,96.40047,99.9096,110.22816,82.57236,66.28090999999999,25.63185
Brdt,0.8093865,0.9722565,1.130665,1.028327,631.798,712.10205,856.8242,327.28113,80.045845,9.83847,55.13524,5.7008996,3.8726587,0.0048056846,0.12196946
Brf2,13.38865,0.0,6.81655,12.7962,93.18865,69.27365,48.156063,256.47772000000003,131.19827,41.590157,48.529526,35.657222999999995,40.48174,66.85557,33.546093
Bri3bp,10.009585,10.55925,9.34827,17.6739,0.57648087,0.75229573,14.932681,55.77055,219.01295,162.40695,105.970085,23.697058,30.859356,33.166782,26.318111
Brip1,2.031345,0.0,2.905655,1.6192285000000002,139.3255,173.95099,34.714035,73.398224,28.771288,36.547318,16.054323,38.616882,50.09862,22.336893,4.5176377
Brix1,15.15733,27.0238,24.65555,23.166400000000003,393.23203,586.8929400000001,515.3194,788.5848,830.6634,725.5175,771.2719999999999,450.6413,486.93918,362.7878,202.78136
Brms1l,7.843135,7.001985,9.002965,7.26659,14.381027,12.080214,48.40774,102.209854,106.57617,56.37548,64.10249,42.421803,40.0358,31.1123,12.819542
Brwd1,14.974050000000002,6.403265,8.74213,10.28347,435.8646,457.34448,511.87357,383.52164,195.10324,263.7368,265.6666,272.7113,160.75366,206.86586,12.804136
Bscl2,4.502005000000001,0.0,10.401805,8.72311,342.22366,161.66518,52.724934,42.874954,17.025105,9.68402,1.9535403,18.266642,12.981567,19.934593,23.604095
Bsdc1,11.8376,15.7045,14.6759,18.4551,95.19148,138.84291000000002,116.79638,158.40188999999998,117.46296,106.42745,115.657196,109.77309,84.69176999999999,50.160477,15.273037
Bsg,470.676,433.3325,387.6195,1245.41,24.773472,13.638197,10.0902605,11.201514,34.736366,126.58241,169.13747,262.18423,263.8077,324.1298,832.8452
Bst2,356.7835,73.1888,81.07435000000001,151.83350000000004,0.0,0.0128459489999999,16.23241,3.035489,2.2801359,8.491146,6.008130599999999,14.722289000000002,24.820358,2.696014,54.314857
Btbd10,6.680945,10.07632,12.4205,3.99325,471.68073,342.0539,253.03487,117.56531,60.120518,64.410515,97.585556,48.10745,23.975185,25.710268,33.494984
Btbd2,38.6717,12.4137,6.7249,17.798450000000003,372.79916,336.70917000000003,230.39668,109.90945,27.71495,2.526383,40.898285,9.328058,4.5418143,8.882369,24.41895
Btf3,648.125,556.0035,530.741,666.656,223.7912,214.17188,190.8595,134.44408,323.16107,338.5152,415.19632,489.9355,500.30988,708.6039400000001,1563.0013
Btf3l4,14.6887,23.0298,14.62825,15.9868,229.92722,278.20764,109.16443999999998,66.5039,65.28797,94.429146,99.43456,144.48105,104.18634,92.51174,62.945583
Bub1,16.982300000000002,16.605165,13.770785,11.214565,69.0845,75.60242,82.54073000000001,113.58908999999998,169.70787,109.509476,92.230515,158.26505,172.55789,155.4896,50.208416
Bub1b,54.89985,48.0748,41.8791,46.81765,453.57025,74.67712,46.153458,62.180077,90.251076,123.99648,149.07979,262.9253,192.82672,112.89939,111.05849
Bub3,32.0079,33.02885,35.0886,18.4245,206.8973,84.8594,30.734207,161.37802,236.22572,285.8161,394.135,365.25534,479.12555,449.46933,224.61551
Bud13,17.7403,13.3093,16.78935,8.334,71.764084,66.94736,352.08334,251.67337,147.94193,121.69242,124.646126,69.35766600000001,76.89321,36.92504,32.248245000000004
Bzw1,75.6704,115.661,118.76850000000002,70.99585,82.57125,110.65027,847.7651,957.29944,1121.2268,868.9281,1099.1416,1056.2341,1103.4194,709.5715299999999,334.4973
C130074G19Rik,4.497584999999999,1.34014,1.630545,2.98555,0.024020035,0.16971226,14.530261,81.20629,134.3449,135.99889,83.063644,4.526582,2.9275262000000004,0.3703123,0.7265248000000001
C1qb,0.114444,0.7165710000000001,1.38269,0.1382286,1.98276,0.6731918,0.0,0.268413,0.0,0.0,0.0,0.0028674593,0.0,0.0,0.0
C1ql1,2.49545,0.2870065,0.466663,0.9631455,1.3385265,0.036844607,9.211013,16.482916,8.412557000000001,4.3011436,1.4216318,0.0028838555,0.0077168164,0.0,0.88486147
C1qtnf2,0.02619095,0.7856325,0.8885784999999999,0.1806243,0.0,0.0,0.044660475,0.0,0.0,0.0,0.0051532686,1.4229306000000002,2.7724648,6.2873535,0.0
C2cd3,7.841565000000001,6.600210000000001,5.197539999999999,3.49488,158.5137,168.20334,246.61969,121.85187,68.45116,11.912703,8.647891,17.977034,23.094524,8.163269999999999,3.122296
C330018D20Rik,2.215315,3.05108,3.456745,5.578965,21.746864,14.673978,4.1363034,5.688693,21.845572,20.707895,35.913895000000004,40.722393,47.905994,40.777157,6.4796133000000005
C87414,0.0096714349999999,0.00556425,0.0246553,0.00935115,570.81537,1087.1666,243.16621,120.85094,11.947876,0.894509,15.379442999999998,1.6322277,0.106358804,0.0213186439999999,0.0
C87436,0.208628,0.0,1.063235,1.8194405,213.15369,208.23491,141.34825,65.51575,72.20115,14.819572,24.927776,23.35166,12.212347,15.876519,5.5003757
C87499,0.01562025,0.0805062,0.1353285,0.0,1749.0698,2198.5747,322.0955,122.44236,12.706514,1.8632427,154.48341000000002,4.495659,0.004173407,0.018535273,0.0
C8b,0.06433235,0.08103415,0.0948509999999999,0.180141,104.49441,122.48895,31.250689,14.420576,0.6806466999999999,0.81012493,0.74511045,0.81302005,0.5606787,0.20476405,0.084198385
Cab39l,26.8026,16.2741,14.9424,21.37935,104.08684,90.47505,21.635727,46.369106,89.45353,49.374187,71.17642,132.67146,131.41968,100.43919,27.059498
Cabin1,11.3557,14.94995,17.89645,15.7359,237.83989,198.52719,273.3517,268.63077000000004,157.67038,77.90758000000001,61.14966,36.186047,30.587189,35.60024,8.666538000000001
Cacna1b,0.0,0.1010474,0.156568,0.0,3.4764660000000003,0.19194287,3.5748923,19.35742,1.0641973999999998,0.05198749,0.0031506575,0.8416492,0.3642566,0.25147635,0.06937986
Cacna1h,0.7418754999999999,0.55508,0.2122385,0.1928595,50.464275,43.491547,38.577213,37.470963,14.233426,0.24465969,0.45904502,0.0203187,0.007283145,0.004349154,0.40295038
Cacna2d1,0.6274575,0.498288,0.288876,0.461845,10.873611,14.147162,29.763422,10.8824625,3.7091944,0.49099806,0.25672472,1.7561805,0.00216951,0.014176625,0.531908
Cacna2d3,0.1457645,0.0197036,0.03362105,0.06379145,20.253836,16.444502,10.393458,2.320741,0.06562183,0.6273481,10.480951,0.03591534,0.0,0.0,0.37367162
Cacnb2,0.2017245,0.2146375,0.2135285,0.18394,17.437115,15.620754000000002,8.668883000000001,6.02493,0.18028226,0.038363636,0.0,0.011469837,0.0035032919,0.0,1.758559
Cacnb3,11.24776,5.786235000000001,6.32612,6.98969,56.389835,41.791603,22.908422,15.96419,5.4699364,8.874094,11.924664,18.590965,25.74324,58.466457,5.159846
Cacng4,0.5351490000000001,0.404763,0.29684,0.2572205,1.356832,0.36519787,0.0,0.0116905639999999,0.0,0.0041789906,0.0,0.018030614,0.0,0.0,0.0
Cadm1,12.06149,10.354635,9.910415,3.01926,88.98938000000001,74.93448000000001,53.06989,48.645424,30.472849,24.63355,55.88412,49.52263,65.86389,35.738388,7.8265686
Calb1,0.0836975,0.0723637,0.0,0.0350434,4.5205545,5.877389,18.497,1.8515917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calcoco1,13.546500000000002,10.17414,8.71986,7.139679999999999,96.93522,139.24251999999998,26.296501,8.018500999999999,3.4365704,19.63386,73.18805,59.47668,27.637194,4.596575,24.731913
Calcr,0.17634,0.03609275,0.07761,0.0985171,0.6795958000000001,0.0,0.06997334,0.016810412,1.2204274,0.6274095000000001,0.9780168,2.5026066000000005,0.3089842,0.26784104,0.0
Calm1,96.289,118.577,48.16635,75.36189999999999,1585.0011,1368.3264,1509.0106,651.5724,291.15134,837.4393,1014.7603,1578.1467,2251.5417,3207.2297,232.39561
Calm2,246.777,320.04999999999995,310.992,369.944,118.679855,187.22447,840.1523,519.7103,414.02594,336.35522000000003,405.22946,1138.0139,1341.6643,1763.3678,961.99335
Caln1,0.1078578,0.0,0.0,0.04505535,98.33722,85.32618000000001,48.56213,18.402283,15.9701605,0.058804113,0.0293151,0.80998623,0.0176412689999999,0.016282462,0.0
Calr,831.7694999999999,1022.77,1021.117,507.67,344.0933,237.86545,347.81577000000004,328.71198,310.59665,293.8474,484.54446,830.6736,1017.333,763.1231700000001,667.9972
Calr3,3.3760450000000004,1.5193914999999998,0.78952,1.461305,16.613214000000003,15.894962,9.55142,6.881350500000001,0.5372685,1.6417738000000002,3.2605037999999995,2.1133115,3.7826653,1.6486125,2.4531224
Calr4,1.897115,0.677783,0.433657,0.1973045,228.5126,276.38126,234.74554,93.44292,17.578974,10.245603,9.682024,8.291732000000001,4.5722027,1.5012199,0.8107261
Calu,106.74845,152.5222,168.7604,221.24915,254.7108,249.48343,64.37423000000001,62.294025,190.78098,94.7747,104.16172,216.37604,232.58244,219.31691,94.66822
Camk1d,5.68329,2.018226,1.274594,0.6561185,44.52468,35.996140000000004,20.310171,4.811328,2.4252737,4.016786,0.011010097,4.46173,0.006095028,1.2975311,1.9756101
Camk2g,11.216355,11.892705,18.006405,11.26135,696.2945599999999,662.84485,328.1736,133.77817,76.84955,39.981213,51.901264000000005,39.836178,42.505787,14.440469,11.476951
Camkk2,3.486425,4.22888,2.915295,7.32429,2.5242958,3.5052422999999995,3.4172125,6.331093,0.6760585,0.63778114,0.0066484865,0.10121335,1.7708588,0.03873105,8.467222999999999
Caml,9.296395,17.0559,20.2667,17.79,1.0010762,2.6817675,93.25547,190.10236,58.911827,40.08203,56.935143,42.002357,41.159805,38.795677000000005,33.20929
Camsap1,1.854025,1.71944,1.0774905,1.55629,431.4157,367.73117,245.11882000000003,244.496,184.0225,102.66011,118.209625,60.509907,77.037384,25.433645,4.3292623
Camta1,1.5053425000000002,1.24468,1.974925,2.12761,111.245865,80.88748000000001,34.806843,15.23309,7.875358999999999,1.9902128,6.0103817,9.311811,6.5036697,4.300043,7.7328424
Cand1,9.14817,8.809104999999999,10.73397,12.3512,363.0975,585.75195,926.7171,1234.6848,1335.4358,1314.6816,1169.7648,591.56146,430.16855,268.87686,48.045086
Cant1,8.29642,16.984665,10.91954,12.576875,17.031904,13.143274,4.703308,12.049612,11.762542,14.662018,18.392677,34.991787,15.96113,35.479385,19.960033
Canx,73.96095,67.2284,49.44295,53.3335,321.60022000000004,336.79352,244.47087,334.04938,542.4769,645.15375,747.4422,1096.3713,1428.7224,1382.8878,180.86897
Capn7,17.45625,15.5798,16.9812,11.632765,119.54408,85.56623,44.88516,14.700201000000002,5.64838,12.120872,20.541391,38.73774,33.882645000000004,39.95815,12.798233
Caprin1,69.0871,113.90775,15.98615,47.2177,135.83395,183.80768,258.48752,217.46587,374.24716,299.35400000000004,325.30392,605.02625,576.9429299999999,696.6202400000001,173.12076000000002
Capsl,8.406165000000001,3.326015,3.484355,4.04743,0.0,0.0,1.8219391,5.0500975,0.0,0.27173626,0.003047292,5.324951,0.9115244,7.638496000000001,59.759705
Capza1,68.8224,61.9248,65.7964,79.60560000000001,55.321365,113.302185,84.73898,43.494953,41.481840000000005,95.75258,107.62587,247.3628,217.96614,242.88092000000003,108.69081
Capza2,48.7594,47.53365,50.5624,47.29785,116.54938500000002,175.61638,164.9225,113.55351,232.24559,406.26657,440.4415,400.07675,463.1886,612.1,189.40826
Car10,0.007591805,0.0,0.0080951499999999,0.0444188,20.588247,24.637678,7.442539,3.9434543,0.38592583,0.0,0.0043673776,0.048062544,0.018921485,0.009325545,0.015696036
Car14,0.0,0.0,0.0,0.0,0.0,0.22155711,0.02332445,0.006147075,0.0,0.0046450645,0.0,3.204711,1.1947985,3.4799614,0.4608741
Car8,0.760923,0.7475205,1.738725,0.8620559999999999,10.577996,10.430948,5.811132,3.9282215,0.0,0.86393696,0.11065633,0.7576331000000001,0.04555904,7.875903,1.0139319
Carhsp1,25.7399,24.3477,50.7333,167.0025,253.6878,121.44646000000002,172.45766,115.70376,71.87755,31.930468,21.83885,70.99465,96.33929,70.39854,34.99827
Casc1,0.0,0.0601645,0.0378043,0.0495662,4.548100499999999,11.946862,4.5630918,5.123492,0.0,3.8035247,0.038750254,0.0108044719999999,0.0,0.01575108,0.0
Casc4,15.43753,21.827685,25.87794,26.68202,4.0785160000000005,1.9877687,13.85613,14.137602,13.394662,53.95251999999999,66.63559000000001,135.1277,166.74062,170.18403999999998,22.486301
Casp8,3.3860295,6.196645,6.243085000000001,3.1168995,293.47348,195.3185,14.368228,0.47731456,0.0,6.072818799999999,28.710491,0.25325108,0.0019700842,0.0,1.3731515
Casp8ap2,9.84746,9.41781,9.848275,12.28648,510.67554,684.1455,790.1518,723.6384,543.0982,171.04259,125.89066,160.39868,144.66273,162.56662,16.382
Casq2,0.0419420499999999,0.0816918,0.261889,0.1553651999999999,0.60005105,0.54038894,0.012415192,0.003650579,0.0,0.0,0.0039804485,3.5804582000000003,0.0023856398,6.473314,0.2786784
Cbll1,8.168305,5.075394999999999,5.549773,7.7425834999999985,32.461308,36.554295,733.2121,472.4129,261.46426,108.77787,93.38082,65.01839,81.19498399999999,68.99828000000001,21.843887
Cbr1,32.32305,25.5042,36.599,27.96705,2.6342201000000003,3.010724,5.390301999999999,10.441504,66.42948,70.00735,98.333046,52.55584,65.394966,38.824940000000005,108.73228
Cbr4,16.473799999999997,8.44877,10.5271,7.0235,3.8738968,3.84617,0.0148868235,0.43543124,0.010337763,10.347341,0.39818752,32.9046,31.327507,27.316717,14.584995
Cbwd1,15.683165,9.0682,11.51856,11.80261,0.59442955,0.57260114,17.209223,54.924255,98.89228,166.11363,137.66486,52.424442,59.077580000000005,33.90392,28.43396
Cbx1,194.86065,77.12955,95.0099,92.93755,151.42783,98.312035,44.045944,18.889652,29.32786,34.930176,39.84532,134.18583999999998,87.717316,123.9792,370.7397
Cbx2,12.7464,10.44405,7.655345,3.586335,468.44672,315.07654,186.37547,79.85688,18.704224,8.2238865,8.706933,5.641617,13.245056,3.6391227,13.100982
Cby1,25.7528,10.35999,12.74865,13.9329,9.5544615,6.040893,7.837255,30.541332,26.817553000000004,12.7927265,10.307696,8.079168,13.127942,21.26176,52.3266
Ccar1,21.2201,21.67735,24.099,20.5203,204.54341,231.97879,363.5486,442.6109,522.8435,468.1673,418.99014,461.99973,386.52597,325.88525,59.129185
Ccdc107,18.392650000000003,12.8379,12.7914,14.92995,1.820316,0.94761765,1.6639639,3.5969093,17.53558,8.816676,5.673195400000001,14.747751,15.224796,6.9083757,42.070847
Ccdc115,21.58375,24.5984,22.460700000000003,17.57085,207.95901,179.5155,154.67166,181.90837,125.55237,100.30487,90.97555,87.27127,87.50206999999999,45.564377,73.897865
Ccdc117,11.93225,11.36595,7.85816,20.67675,1204.1509,757.5142,284.5825,479.5959,728.09125,508.14142,350.30725,132.71958999999998,60.0814,71.10228000000001,19.111258
Ccdc122,3.97957,1.52525,1.8117625,2.4850865,28.805157,37.768772,6.2329316,1.0572431,0.0058547813,0.32283196,1.0078766,0.055195678,0.0,0.19252555,1.2264085
Ccdc125,0.0,0.0,0.0,0.0,0.012010017,0.02028877,46.69235,38.80968,23.774578,1.5255424,1.978303,0.8775086,0.85469896,0.6317686,1.174184
Ccdc14,7.658399999999999,4.289905,4.82852,5.436535,324.89322000000004,436.96573,87.127686,40.439793,13.865778,11.861074,15.754949,44.500053,44.580906,21.044073,14.651006
Ccdc141,0.0,1.236665,1.46722,0.2064805,12.721439,17.0823,7.484673,1.694939,0.0,0.0023225322,0.0,1.8505925,0.0,0.19332908,1.5078967
Ccdc15,1.975285,0.4949175,0.208732,0.0,55.858627,65.24616,12.384545,3.5372052000000003,8.94777,1.5936311,7.814646000000001,37.984035,9.625994,3.6062825,2.9784515
Ccdc158,1.0128795,0.426244,0.1008727,0.3976935,3.9316368,1.5190603,2.0744283,0.3203357,0.0,0.2664928,1.6943789,0.05584531,0.56792945,0.0,0.0
Ccdc18,2.62888,2.8148150000000003,2.518015,1.991969,58.469463,75.581024,70.02242,65.7258,21.028568,28.7247,21.657408,65.67141,68.01606,43.649544,5.4377437
Ccdc28a,3.753664000000001,1.855822,1.9780535,1.867872,151.66568,142.61156,44.687366,53.115314,78.14591,30.683279,34.387974,21.065577,25.977870000000003,24.031837,8.643130000000001
Ccdc32,2.99228,1.624265,2.45507,1.429975,9.991751,3.3295133000000003,17.1248,19.488205,17.0527,18.739822,15.744634,50.554222,24.26351,34.653847,16.211060999999997
Ccdc34,18.80985,18.04455,19.25435,26.65055,142.559,67.74778,19.543571,15.728169,8.298036,6.0826035,15.232068,34.138847,26.546995000000003,45.768955,36.61339
Ccdc40,0.08290965,0.1855185,0.195058,0.03501805,0.0,2.2826436,13.72993,9.570049,15.303860999999998,17.801523,9.961186,0.25969872,2.3677192,0.42587397,1.4142326
Ccdc47,32.6296,31.1874,36.79785,36.631,209.22626,214.20233,55.850735,42.330273,62.85067,99.875694,112.34327,162.35495,232.80008,134.92784,44.610394
Ccdc50,8.42185,12.28975,13.5199,11.3293,220.63107,246.67993,295.86063,160.69614,26.040348,11.218171,31.153297,51.9421,33.606983,51.117756,4.0303006
Ccdc59,19.575,24.10435,28.718400000000003,37.84665,125.85821,32.2161,69.633606,170.00974,107.79972,176.35612,142.59403999999998,96.54318,104.5102,77.77891,94.124115
Ccdc6,18.6684,21.9896,24.9392,28.79775,3625.6316,3914.2083,5496.4805,3374.1926,633.8112,68.99767,100.054955,120.283775,194.86139,201.40196,16.313404000000002
Ccdc60,0.236806,0.0,0.0566371,0.1850726999999999,7.024013,5.522139,4.6608996,3.918346,1.1186801000000002,2.7871416,3.581891,1.3819658,1.85993,0.0,0.8001418
Ccdc62,0.2861725,0.0,0.04030065,0.1879375,13.010336,15.916762,2.0223017,1.5970314,1.7344104,0.23371622,0.042027205,3.3333154,0.5136373,0.73795205,0.72743726
Ccdc69,0.4822539999999999,0.08355935,0.0643388,0.485288,653.99725,614.15405,50.194996,15.65231,0.92116016,1.9589889,1.064826,2.25346,1.9213657,4.8039865,0.0
Ccdc71,13.90425,20.02345,11.29248,9.81875,12.167318,11.826543,2.9257720000000003,3.717954,22.255709,17.439219,18.020788,39.23578,24.54109,29.473658,22.421618
Ccdc73,0.0,0.0,0.0,0.0,26.04406,29.630154,11.384509,12.641345,5.07991,4.099553,11.9329605,17.478638,12.03227,31.200024,1.0993392
Ccdc74a,0.257984,0.0,0.222523,0.0,9.955005,3.1235037,7.400952999999999,3.301757,4.9084463,1.9527347,1.5269384,1.0858561000000002,0.086836755,3.495621,1.1080449
Ccdc84,0.0,0.0,0.0,0.0,49.10601,30.213432,16.84966,6.724688499999999,4.1003795,7.061367,5.6473904,5.803923999999999,4.3734064,2.777267,13.523651999999998
Ccdc85a,0.8698935000000001,0.3720505,0.242967,0.150946,3.9643588,2.6438901,0.17617027,0.0726656999999999,0.0,0.0067324406,0.02946804,0.0120887139999999,0.3193248,0.14874683,0.36661184
Ccdc9,9.09256,7.538159999999999,4.860115,8.260095,2.5334377,5.941962999999999,21.995321,75.30343,54.98861,70.0512,36.622875,30.865340000000003,19.669847,22.964535,3.2857230000000004
Ccdc90b,16.90915,16.2502,16.463810000000002,16.64455,69.37836999999999,65.54186,39.900738,9.759736,39.643654,76.27513,66.76488499999999,71.49082,72.54926,81.31522,23.265654
Ccdc92,5.1704300000000005,3.320715,3.81991,1.7872249999999998,258.91034,203.87488,124.99063999999998,103.030624,38.333,11.684043,9.215213,6.3356580000000005,10.193261,14.216883,24.128752
Ccdc96,0.200096,0.2620415,0.2728425,0.385199,0.0,0.24691372,1.5975281,14.566129,15.37655,0.25998718,2.9918623,0.0,0.0,0.20331071,0.0
Ccdc97,0.0,10.27795,28.3732,19.4538,66.16834,78.72134399999999,44.093185,20.606113,25.06431,32.194317,30.168829,34.596615,22.168633,29.747908,13.348861
Cchcr1,6.47237,6.907445000000001,4.0764665,4.5577,0.0,0.0,5.298436,3.1921985,0.11812496,6.083263400000001,2.6622453,1.9595901,0.93524593,0.3021238,14.364795999999998
Ccm2,32.34555,33.3209,30.30705,47.5028,0.56242967,1.845827,0.9922754,5.341229,9.286131,8.907289,3.0535128,15.2054,10.472759,42.013103,35.36978
Ccna2,49.8993,45.90555,60.4482,46.32825,484.2317,375.9206,1325.451,1493.5352,1067.5021,565.26306,479.6607,171.66377,186.19661,111.60878,153.1209
Ccnb1,69.01165,42.47895,87.58680000000001,87.83565,1887.6628,2145.1294,856.3476,803.08997,1495.9567,1236.8152,1099.2798,365.41354,276.16455,272.48038,446.63492
Ccnb1ip1,6.803105,7.727555,9.322385,9.170595,18.278368,3.4494696000000005,17.951466,44.22406,79.5895,87.38873000000001,70.92228,38.219345,87.52466,18.754055,51.601894
Ccnb2,110.2135,68.89869999999999,66.25425,39.1721,310.37842,325.6457,105.13785,141.00021,118.24134,192.39456,211.0268,267.7463,356.2852,316.11078,305.9375
Ccndbp1,14.10395,14.1196,15.4873,13.76635,1398.1841,1883.4489,1034.3142,309.13095,81.425896,97.11192,163.41273,120.68719,113.82436,76.85750999999999,33.62207
Ccne2,4.99854,6.40593,6.51501,7.22478,51.7441,101.655266,60.506115,23.676592000000003,13.744467000000002,10.301819,10.86087,1.9847974,12.061461,8.938136,4.017368
Ccng2,17.299999999999997,4.41677,3.958325,9.438244999999998,88.07368000000001,92.42735,74.23778,37.707634000000006,4.926341000000001,0.98776275,0.18810268,3.316027,3.9301012,12.964269,6.7355714
Ccnjl,4.62764,2.850595,2.913525,0.578164,0.15083131,0.89546955,98.28416,37.38801,0.162895,0.109383814,0.0024382933,0.0019130843,1.5547557,0.9209798,4.3300805
Ccnk,26.0132,29.22855,18.71895,29.56145,47.9995,28.701794,86.64271,85.73703,27.458189,38.955345,29.379143,29.105322,27.43207,43.542007,19.81687
Ccnl2,30.4689,44.0432,38.39405,53.54155,251.56883,196.20598,239.29987000000003,281.44403,127.34188,124.4784,100.368866,110.75381000000002,112.63611000000002,92.58583,71.478836
Ccno,1.615375,0.669808,0.292663,0.887721,587.0362,487.85623,89.27613000000001,71.75516999999999,34.90849,3.2880837999999994,2.300322,0.34549135,0.0,0.0,0.7075872
Ccnt1,10.8053,8.536045,4.472704999999999,13.51085,111.80492,119.99368,113.06872,229.24252,267.70847000000003,157.33432,145.2995,107.49612,119.712456,92.68942,41.076313
Ccnt2,29.47925,17.92925,16.7424,26.20415,147.15714,220.58871,119.04266,125.15819,68.2459,62.51871,54.51809,52.698586,45.028797,27.91615,33.075684
Ccnyl1,10.741835,11.88335,15.9287,13.627195,54.093067000000005,18.012362,58.494278,71.751205,22.513584,17.316713,26.040047,31.336271000000004,23.433714,22.639425,3.3861096
Cct2,299.849,290.23600000000005,274.621,389.286,162.03192,178.50064,115.472664,191.20042,494.49603,904.0152,946.6471,864.4112,964.11237,891.4143,610.0332599999999
Cct3,215.9775,204.864,194.6675,198.564,186.42528,138.80547,501.4093,893.0955,768.4328,904.44684,954.31476,1141.4142,1153.7356,824.0768,916.759
Cct4,208.5295,155.20350000000002,149.2855,201.386,15.482119,10.013691,118.31515,250.84392000000005,672.7369,544.78156,617.5812400000001,820.3249,770.7567,806.4762,807.17444
Cct5,182.041,95.94875,117.127,183.4605,110.84917,82.92486600000001,47.499783,102.87976,725.7142,1373.9972,1568.2614,1568.5739999999998,1616.254,1647.057,1024.9723
Cct7,240.418,176.8505,156.3135,212.4885,177.09027,202.37183,216.85625,259.2517,699.5978,1484.6552,1459.5669,1498.3374,1461.7979,1246.9487,836.2735
Cct8,233.261,214.5685,200.676,213.6325,261.35675,198.40173,272.2153,380.95865,827.8221,1099.7526,1235.0093,1122.6962,1241.3038,1091.5466,903.7305
Cct8l1,0.0703608,0.12349435,0.01375085,0.0178012499999999,0.0,0.10980642,11.14704,6.593175,13.461711,2.315495,0.044289898,3.6124928,0.12596913,0.0,0.0
Ccz1,26.60035,23.8077,29.5001,25.6911,190.73436,144.33702,304.42377,149.13362,204.81465,208.4594,149.71613,65.18385,119.30464,91.83569,73.37246999999999
Cd109,0.5237999999999999,0.454463,0.5791930000000001,0.99363,0.0,0.0,0.0,2.9818835,0.0,0.0,0.10830532,8.537732,9.978032,17.299879999999998,0.08165685
Cd14,0.5464979999999999,0.9956935,0.503565,2.56965,0.0,0.0128459489999999,7.000203599999999,0.50324297,0.009211561,0.0039388984,0.05579477,3.0294642000000005,0.23378372,0.053833622,0.21947019
Cd160,0.03280585,0.03303585,0.0683975,0.1961655,57.80923000000001,60.504684,17.37465,9.901247,0.7938752,0.009290129,0.3540592999999999,1.6347045,0.2316711,0.0,0.0
Cd164,93.7119,100.67065,83.55115,65.8394,347.7446,246.53862,274.30713,167.64897,278.94562,236.14896,365.12585,290.39734,471.25208,328.39468,124.206215
Cd164l2,3.3898850000000005,1.035119,0.726832,2.3087,582.6673599999999,238.45882000000003,118.16544,59.752228,39.24485,5.132588,15.377735,4.85501,2.8439224,0.64888865,3.0276625
Cd200,0.4352545,0.6009305,0.320474,5.572425,33.344025,23.543688,10.0708885,2.5479786,0.0,0.6789206999999999,0.0561211999999999,8.277321,0.7918098000000001,9.418835,0.040049084
Cd24a,10.83495,23.68835,19.46025,15.32565,1.6873846999999995,4.752086599999999,142.80234,32.621365000000004,24.70847,23.109074,11.608548,2.8022720000000003,7.7561946,4.0654664,42.706913
Cd2bp2,18.45288,25.9918,25.666455000000003,7.1061,50.942604,44.38834,86.43995,162.19951,109.676094,101.242455,74.6239,67.09548000000001,47.138454,29.215399,52.735240000000005
Cd300lf,0.5079659999999999,0.04753115,0.2636145,0.2125109999999999,13.431279,21.198236,4.471899,0.5196359,0.019687494,0.13311878,0.014705346,0.17129011,0.5219599,0.20504874,0.06308611
Cd320,10.909695,13.049115,22.95525,14.17665,55.726494,22.178524,161.08359,368.06876,384.5545,155.36111,160.00996,30.796362,55.608887,35.847183,74.178604
