,8_sc,zygote_sc,early2C_sc,mid2C_sc,late2C_sc,4C_sc,16C_sc,midblast_sc,earlyblast_sc,lateblast_sc,D.EPSCs_sc,L.EPSCs_sc,TBLC_sc,ES_sc,2CLC_ref1
Maz,35.976727000000004,4.565667,4.1812344,12.247124,13.421644,6.059418,3.231203,16.396042,10.211215,9.075629,95.440895,96.86489,50.48271,72.67621,99.8004
Mcc,4.591838,112.114174,169.23803999999998,140.70602,62.15653199999999,13.2602415,0.18866098,1.6758741999999998,2.333601,0.3022493,2.2648976000000003,0.52733403,3.273368,1.41858,1.77919
Mctp1,0.23253548,31.222006,24.523424,33.114025,15.1405735,1.8601485,0.004546714,0.04444562,0.0,0.0040805424,0.0425885359999999,0.066259295,0.18389979,0.017330881,0.0106573
Mctp2,1.7550771,97.87395,83.489876,27.05908,7.3623185,1.3939298,1.3628943,0.23517844,0.0023257122,0.003842946,1.0859758,1.6168646,2.2827418,0.0,0.522362
Mdga2,74.03553000000001,31.812754,35.278620000000004,31.686335,7.733313000000001,0.013978616,0.027732594,0.10267865,0.002383422,0.0,0.0,0.0146555589999999,3.8638551,0.11336183,0.00575642
Mdk,1396.6931,0.0,0.0,0.233961,0.39169806,3.6295564,3.8295584,38.791653,30.708054,64.43608,238.16237,433.42773,267.7516,274.94794,76.345
Mei4,37.54076,9.388592,8.150163000000001,5.5529838,2.664037,0.025473488,0.029705394,0.09058702,0.13536964,0.03289155,3.7931066,2.0841966,0.9079902,1.4225863,1.108885
Mesp2,1.62683,197.09438,135.43391,204.68102,99.74231,15.964295000000002,5.80484,1.1230543,0.84640723,1.3226118999999998,4.010891399999999,1.5314537,2.0124993000000004,3.4196846,0.979377
Mettl7a2,0.09135198,57.327343000000006,80.70331999999999,14.955368,13.547627,2.2849789,0.3932942,1.5863026000000002,1.2797763,3.9345028,0.0538749659999999,0.0,0.3491012,0.0,0.796118
Mfap2,1.8352857,803.13965,578.4883,412.7405,151.32218999999998,15.294460999999998,9.5304165,1.4848369,0.8110951,0.0049293204,0.5439903,0.122288585,1.9944217,1.495374,0.41352
Mfap3l,7.276049,2.3697171000000004,2.633762,1.1181983,0.6909466999999999,3.1459076,0.5003204000000001,0.46827975,0.001611301,0.19875196,0.90188986,2.7164555,1.9201422,0.015161222,0.447527
Mfhas1,5.978341599999999,23.810421,16.963192000000003,6.54602,6.5102324000000005,0.9485299,0.004364041,0.7654105,0.48346204,1.8311763,0.8764917,0.46967003,3.838393,0.22376545,0.3670744
Mfsd2a,1.9959061,49.964542,41.36021,70.56876,55.39628199999999,4.2585206,0.0,0.026028242,0.0019016895,1.521096,0.23455395,1.1503198,0.5461735,1.5064831,0.29061
Mfsd6,0.9152726,124.91611,98.20507,43.77022,20.970272,6.235749,17.64125,0.22970657,2.8323889,0.0,1.0062622,0.13569927,1.3225348,0.0141975219999999,0.312827
Mgat4c,1.962788,13.036882,8.302448,0.9844467,0.84059685,0.009211561,0.011002391,0.05560583,0.32070988,0.012348382,0.008721214,1.8015304,0.5436693,0.29077747,0.0674038
Mical1,4.1218143,0.010001998,0.2228663,0.8133457,1.6429199,0.0,9.237118,51.3745,11.002009,23.167189,26.302156,29.61248,4.9864497000000005,20.102879,5.69418
Miox,0.15290381,376.7959,224.24759,77.81,37.489784,4.794862,17.866175,1.3790883,0.0384694379999999,0.0,0.52660286,0.047220945,0.059239574,0.0,0.0515066
Mitf,1.5483391000000002,19.668993,22.818611,15.895924,9.539923,0.060094092,0.86382425,12.169305,0.8134855,16.785982,9.068104,26.86533,1.8225971,4.885655,0.542601
Mlec,105.18189,38.773304,10.192002,21.399252,21.039341,67.57978,35.872284,95.31645,64.58797,101.81892,66.40735,139.41558999999998,62.543613,54.053062,54.5236
Mllt3,6.04132,1078.0752,1013.76025,951.65326,436.97095,48.604496000000005,38.13882,10.346642999999998,15.2667885,21.136421,2.7633398,1.7981539,3.457432,1.2122718,1.5759999999999998
Mmp2,6.115328,9.431244,22.688072,6.962797,1.2707191999999998,0.55290556,0.3828573,0.022972466,1.374874,0.017953504,9.94661,3.703982,7.0020337,2.6584895,2.54854
Mocs3,10.290532,2.4777198,1.7945167000000002,51.376965000000006,112.4953,27.192823,9.265923,12.335185,4.638011,4.217193,5.990139,18.029968,9.44716,27.780134000000004,0.0
Mogat2,2.5342016,0.0,0.0,0.0,0.31911674,0.0,0.0,3.4638734,7.2938027,2.6453888,3.995392,1.2921298,3.0712516,10.116805,0.166404
Mos,0.03830673,39.588905,12.574926,4.227727400000001,0.66784525,1.1512444,0.0,1.0489191999999998,0.042270847,0.0044052782,0.0,0.32372963,0.04559462,0.0,0.174705
Mpped1,0.18501893,1.3742069,4.1319113,0.4625349,0.025445437,0.0,0.0041883606,0.02738831,0.012309531,0.018423948,0.0428113559999999,0.29881924,0.08205655,0.2791845999999999,0.513568
Mrc1,4.070452700000001,10.422743,19.099894,27.38267,19.223293,0.0,0.0,2.4674208,0.0,0.0140367039999999,0.5842951999999999,0.6183455,0.24484448,0.4925214,0.195824
Mri1,27.55222,2.1743855,1.8675159,3.0320365,1.4698857,14.321573999999998,14.2874565,11.410128,20.160946,16.06515,70.22675,78.8909,32.856003,54.49307,6.09821
Mrvi1,0.123541795,0.0,0.057108123,0.0,0.041395333,0.0,0.004302979,0.0029560819,0.0067864074,0.022788446,0.4140876,1.6821573,0.09559559,0.058853794,0.036251
Ms4a6d,2.5014663,60.45346,60.47921,25.200417,6.956349400000001,0.5763878,0.0,0.09884974,0.4296479,0.0,0.0,0.086205944,1.068654,0.0,0.558615
Msh4,0.168451,175.81094,187.4215,122.599144,40.593613,9.187413,52.07807,43.483406,32.103745,28.764858,2.8195615000000003,1.1472486000000002,0.32573485,0.7959994,0.3649418999999999
Msrb2,4.314544000000001,1.2090918,0.93377423,0.012398371,0.096097894,7.03751,5.6958528,35.62992,27.205652,18.369898000000003,21.513355,39.983025,8.098482,44.112858,8.626619999999999
Mst1,0.22515199,0.0,0.08115508,0.0,0.0053702219999999,0.0,0.56067866,3.9130888,12.165255,0.66992956,2.57413,3.184398,1.5544696000000002,0.2884897,0.0
Msx1,13.391465,0.0,0.07275179,0.5956251,0.4085625,0.5025685000000001,0.019541236,0.0014010149,0.0019016895,1.9958161,0.26859865,0.1648913,4.7672834,0.5425995,0.229182
Mt4,0.22936274,1.850996,1.0062616,2.603216,1.869599,0.0,0.1619131,0.06313794,0.8716370999999999,0.24168746,2.5280652000000003,0.79230374,29.698763,4.776434,7.339580000000001
Muc4,0.47636142,40.30441,42.116486,11.622962,2.6002166,1.1390280000000002,0.0074528847,0.06436642,0.004355724,0.0104759969999999,0.07666038,0.0370029429999999,0.113030985,0.0,0.00393229
Mxd1,3.568607,212.96869,179.45508,141.17833000000002,41.465992,45.071125,8.301250999999999,2.9572499,2.6788898,3.431513,2.391203,4.3440404,3.6080227,0.6476531999999999,1.26012
Mxra8,3.0225334,55.36831,43.617546,31.623892,30.16662,5.7135816,3.8114774,1.6864273999999997,3.7286267,0.0,15.167401000000002,4.3359747,4.548115,2.3249016,1.45123
Myh11,0.53386176,91.57701,97.61451,32.226105,28.677975,16.512707000000002,0.031452633,0.690573,0.1047529059999999,0.17281415,0.01866946,0.13902083,0.17016348,0.0,0.0516861999999999
Myh13,5.714766,0.05340135,0.894766,0.0,0.0213916529999999,0.0,0.0068735327,1.715027,5.0994015,2.6752899,3.881535,4.1230793,4.925426,8.861717,0.3820949999999999
Myh3,4.186780000000001,0.040007994,0.15567032,0.0,0.09471689,0.0,0.009641894,0.03023944,0.084575444,0.004518016,0.8528216999999999,0.92151225,1.9546773,0.5423096,1.21466
Myh6,1.9875478,0.0,0.013525846,0.0,0.16558965,0.009947071,0.2113461,0.18866618,0.015344139,0.06963633,0.4025942999999999,0.5029415,1.4396921,1.0371261,1.26763
Myl4,12.491833,8.212251,4.577939499999999,1.9779776,1.0364385,0.008755854,0.40524042,0.10408507,2.3387058,6.4520173,7.948507000000001,6.2086506,94.78866,9.236454,4.22989
Myo10,43.28774,38.162490000000005,32.990616,33.641220000000004,24.313742,36.235348,10.355699,30.360987,36.700916,33.984604,128.19447,117.54215,42.549488,28.266018,7.256480000000001
Myod1,0.009944091,0.0,0.0,0.0,0.0,0.009211561,0.0,4.9752507,10.412908,1.7438634999999998,0.45927876,0.10213956,0.07371953,0.0,0.0263580999999999
Myom2,0.10858664,25.454845,55.158955000000006,28.6881,7.288453599999999,6.906675999999999,0.0035897003999999,0.0042684744,0.66775405,0.0,0.61011994,0.650112,0.13950849,0.52662474,0.0733447
Myrip,1.1008804,5.934506400000001,7.4677796,7.452493,3.4640765,0.0,0.0060147772999999,0.006020976,0.0,0.009236111,0.1053186999999999,0.031906683,0.0368700739999999,0.0,0.143281
Nanog,102.94802,1.0000557,0.22264457,1.0524348,9.252819,2.3576121,21.121164,62.46315799999999,42.034824,15.645029999999998,391.31622,407.21393,131.52742,743.71545,144.5491
Narf,6.208996,35.347725,69.90764,63.26721,32.432144,15.22622,23.562939,24.033848000000003,13.877753,21.143074,20.33871,4.450251000000001,13.293742000000002,9.421634,3.22795
Nars2,5.8068495,1.7007207999999998,1.5197167,0.07400471,0.56868374,8.890089,9.58726,22.059395,24.049189,14.720457,20.279564,16.738106,6.1163955,9.06826,0.967644
Nat14,0.66721195,29.794493,4.9320426,1.182404,0.6666065999999999,0.0,3.1756446,0.1873737999999999,0.0,0.22906475,0.58626133,0.36820832,0.40561882,0.48282728,0.666048
Nav2,1.6823275000000002,366.20547,309.22302,319.72134,190.02353,27.065311,7.5689216,28.862766,23.659828,18.00072,9.910168,4.7733870000000005,14.913075,1.6342821,0.0
Nbea,12.489945,5.122998,5.932017299999999,5.580698,10.081288,7.015034,2.992457,0.031607766,0.0023747882999999,0.012640688,1.1765313999999998,0.98775333,7.594371300000001,0.5337550999999999,1.2808700000000002
Ncald,0.9981719,109.26602,102.60919,25.70603,8.821399000000001,1.6827732,0.009481648,2.114485,0.012344266,0.008618842,0.42325822,0.9219996,0.22999468,0.055914465,0.1400187
Nceh1,22.94307,236.02664,134.01817,46.575653,49.97709,15.4616,1.3899865,14.632320000000002,23.407831,7.4912925,11.375125,11.969896,10.610459,7.263979400000001,2.86775
Nckap1l,4.708819,24.516018,57.533752,30.246302000000004,7.427534599999999,0.13291498,0.053422745,3.7633042,0.06236401,1.7525206999999998,0.07262627,2.6624517000000005,2.9937541000000003,2.0874226,0.845706
Nckap5,1.2583777,26.22825,35.81884,9.265812,11.736521,0.025311733,0.0024382933,0.040242262,0.0,0.036699668,0.0,0.77104884,0.6520603,0.19530238,0.00633875
Ndrg4,2.9770694,5.085618,8.883622,2.892863,5.0285645,0.10132717,0.07351166,4.469466000000001,7.869472,3.226483,17.394743,8.322666,4.304889,7.303441,5.390610000000001
Nebl,0.81103057,0.0,0.38531554,0.4699007,0.2771321,0.0,0.011423678,0.0,0.0,0.0,0.12226644,0.20301972,1.0139322,0.04510716,0.0958216
Nedd9,4.2555246,18.72329,41.107490000000006,46.533863,10.631851,1.5057898,0.001778429,0.065911286,0.003222602,1.9980102,0.18029289,0.2864094,2.4268644,0.46918035,0.156229
Nefl,25.767803,0.0,0.031373262,0.6553878000000001,0.2562561,0.005721134,0.003047292,0.7614156,0.96684957,9.993617,18.438555,13.646582999999998,16.303009,12.584874,12.8648
Neil1,1.6718648999999997,0.86807454,0.62121654,0.0,0.028133225,0.0,0.91633177,10.53687,9.18693,3.3865602,24.246672,12.789636,2.234186,23.952297,5.7475000000000005
Neil2,0.8837101999999999,11.299218,17.65353,6.2086835,4.831528,0.32562232,0.0648141,0.39359373,0.0,0.0,23.849632,5.681835700000001,10.303286,0.70839405,3.15362
Neil3,9.18082,62.92184399999999,57.412006000000005,9.491555,3.3483894,2.3670635,0.0072912182999999,5.3663464,3.1389344,0.0071582734,11.412926,6.4617906,6.792351200000001,2.1863859,0.910584
Nek10,11.551998,5.8298697,6.988481,1.8030809,0.28191257,0.6731404999999999,0.002544103,0.0293838329999999,0.0,0.0,0.0,0.04251826,0.33536848,0.0,0.1522859999999999
Nek7,12.043894,34.772312,41.608715,15.447074,6.973577000000001,0.017342525,4.140216000000001,14.495706,8.521504,22.704023,13.905754,11.38879,18.872255,5.2195306,5.03685
Nfatc4,5.3735037000000005,0.0,0.0,0.0148868235,0.002014495,0.0,0.0,17.136654,6.2017026,2.2737646,7.2907424,0.8187295,2.2500286,6.6600366,3.13919
Nfil3,4.4297457,360.74902,444.584,95.30093,57.938282,11.60935,13.445523,6.205026,25.340641,7.234346,26.655384,17.495884,6.775521,11.81848,1.75154
Nfix,5.4872456,23.79985,9.348112,11.239078,13.362162,1.909989,0.037057266,0.0410595,0.0273615979999999,0.02477233,0.37206015,0.5057218,1.936847,0.4575997,0.2589049
Nfxl1,17.19931,420.71414,449.15582,37.779064,23.609104,20.576736,11.948347,29.593098,23.04736,21.590857,7.721014,8.448801,15.829923999999998,7.108471400000001,5.13666
Ngly1,14.202278,72.819244,107.159904,89.96838000000001,43.702766,8.737109,3.813762,21.750704,36.493362,21.169085,9.174817,12.21072,8.594283,2.9532356,2.443658
Nhsl1,4.6144733,261.8471,267.31436,201.14351,93.57004,30.65851,11.301279,7.975497200000001,3.5020830000000003,9.790162,3.2602746,3.7754745,0.96859866,2.6557941,0.72968
Ninj2,22.359697,138.78271,129.60162,11.138665,0.74919224,0.010475934,10.712612,0.3560969,0.77331614,0.030201185,2.6892517,0.18321985,2.9828765,0.0,0.0
Nkd1,4.570908,145.67775,79.394615,14.85273,11.210917,2.4951959,19.010157,0.20297077,0.036468167,0.00880596,2.0351992,0.34486878,1.4934951,0.23541723,0.466071
Nlrc4,0.26264194,6.391885,1.7439587,12.22852,5.175493,10.7862215,1.0893124,1.2575663,1.8341836,8.257207000000001,2.7457352000000004,2.447101,1.274562,0.77081454,2.80826
Nlrp4f,10.867376,2066.8015,3035.3057,806.5213,221.73482,46.777744,9.278311,12.475491,17.53668,0.901472,22.419712,16.66385,2.2639177000000004,11.048543,4.11452
Nlrp6,0.059450023,6.3181515,2.2783394,2.0649645,0.0052625269999999,0.0,0.0,0.009093909,0.0021889776,0.0,0.0,0.500659,0.26609752,0.38784763,0.342055
Nlrp9b,0.37843814,1132.0275,1470.0071,378.54855,149.63103,12.336708,20.304516,4.1379786,0.16546951,0.22272144,2.40121,0.84944785,0.20354603,0.77437145,0.0
Nme4,36.03243,0.0,0.013525846,5.0897307000000005,2.425736,6.640514,11.036646,29.206848,36.204643,8.890019,361.0738,224.83922,85.48306,219.81056,62.0462
Nobox,0.2776798,528.2306,793.38025,162.54726000000002,56.768074,13.205945000000002,8.546488,1.0595815,0.0,0.0,0.69767416,0.43733507,0.21684878,0.0,0.051501
Nod2,0.16228195,12.481857000000002,7.3961678,4.590915,2.1182847,0.0,0.0,0.009216458,0.82158756,0.003842946,1.6272622,0.63153905,0.08686102,0.075687066,0.0542121999999999
Npas3,0.55460227,15.003832999999998,14.69511,10.888961,0.7097055,0.90127647,0.34264138,2.2752502,4.54228,0.2708923,0.41021073,0.013929135,1.61133,0.008667618,0.0261621
Nphp1,11.050273,25.519024,39.010117,38.679043,17.689266,0.86881167,0.0044040387,0.68895984,0.2611724,1.8379905,13.738465,15.647713,9.718366,9.168826,8.601609999999999
Npr1,11.358022,0.65597045,0.5224418,1.8503147,19.767277,29.32401,23.626316,62.080692000000006,54.176586,40.338787,22.446938,22.850124,22.307072,13.331756,3.18758
Nrg4,2.9662745,41.678753,53.340252,25.734632,6.8431625,1.1972485000000002,2.9183033,5.4381404,0.6493954000000001,0.5882841999999999,7.417619999999999,8.96573,1.7932745,1.8221513,0.0
Nrp1,4.125780000000001,291.50565,238.07849,184.35767,56.265697,5.0342080000000005,4.050289,0.6345331,0.013127502,1.3030173,0.01038754,0.7863633000000001,3.2834668,0.39925617,0.0234435
Nrsn1,0.9843535,45.448723,32.08318,6.4112544,6.0393767,0.036561985,1.7904687,0.022085615,2.3690286,0.0,2.0611372,0.21730645,0.29245657,0.60758024,0.848225
Nrxn3,4.088177,20.44233,27.650837,4.6000357,3.229819,0.73692375,0.0103193744999999,0.061543044,0.018739628,0.025571309,0.0,0.011622425,0.42875764,0.0,0.01505158
Nsun4,6.3659306,455.15097,681.3326400000001,273.54776,106.41872,54.489630000000005,31.178476,20.458746,30.615686,18.270924,29.83029,40.50261,4.4102497000000005,15.138717000000002,6.33574
Ntm,0.73005843,14.058067,11.550711,3.247306,0.24934873,0.008755854,0.005215404,0.039454218,0.15923485,0.09365244,0.0,0.62031496,1.0648388,0.038751777,0.105478
Ntn1,1.4525318,9.120342,6.971918,5.520044,2.1068943,0.10211419,0.09612182,0.12473892,0.0,1.7533668000000002,15.658584,3.099086,1.8215859,2.231269,8.85966
Nuak1,4.3869667,0.0,0.016382005,0.0,0.039010957,0.0,3.1695766,11.16093,24.031982,17.961329,0.62116945,0.70051956,8.020699,0.0,3.3278300000000005
Nudt17,5.398638200000001,0.26056945,0.597298,0.8607178,2.0975418,1.2673081,1.8361075,14.802432,9.492788,8.853524,47.17973,44.230003,7.549475,20.723549,3.84966
Nudt7,1.630025,401.70062,348.17966,27.210772,14.918913,0.5285414,1.4320014,6.115245,9.602712,7.6978054,19.806215,4.2036,1.5509393,1.1587312,0.7470092
Numbl,7.156603,0.30705625,1.2585628,0.8414089,0.11122014,0.039040674,0.6851919,1.4724927,0.70567036,0.39338666,14.860982,11.721994,7.7290015,9.541653,22.5929
Oas1a,36.540096000000005,4.6655940000000005,2.8772948,1.5735092,0.13651882,0.0,8.513889,30.80055,23.224106,34.074326,14.014736,12.64235,2.0473967,33.776385999999995,3.15703
Oas1c,5.786710299999999,1045.2191,1433.592,322.08386,133.1605,11.963415,67.36086999999999,4.0122557,3.1198165,2.0110583,6.9077720000000005,3.2580395,0.9852318,0.19474965,0.90601
Oas1d,0.56361157,4442.582,4850.6616,406.31088,178.71007,29.158611,331.27744,20.747541,4.4266315,2.340893,3.1769874,1.0269722,0.20088954,0.3229315,1.08713
Oas1f,0.10577818,92.22889,123.11203,49.063095,15.877652,2.7415118,8.7059,0.89,0.02787329,0.088548474,0.0,0.36074042,0.09821661,0.0,0.0340668
Oas1g,15.350266,1.7858602,1.9696825,1.3058861000000002,0.104685985,0.0,4.2776165,14.776874,10.786356,15.985264,4.989481400000001,6.183741599999999,1.2611876,11.141898,2.00684
Oas1h,0.0,820.2613,660.48096,45.8627,21.045876,0.8380279,6.198075,1.3443058,0.55069476,0.0044052782,0.3051531,0.17193338,0.098076,0.0,0.1132063
Obox1,0.8916663,1513.9645,1384.4077,183.80237,70.78251999999999,7.688292,17.487164,3.5571988,0.0043585645,0.0044384273,0.0,0.0,0.047328442,0.0,0.0214434
Obox2,0.5978195,1175.3013,1127.008,167.88788,65.364944,7.771896400000001,19.07079,3.0235307,0.011813203,0.01428944,0.0,0.0,0.0891627,0.0,0.0193482
Obox2,0.5978195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0891627,0.0,0.0193482
Obox3,3.5869288,3.1798358,11.921184,1105.3561,896.46545,70.94847,0.13147785,0.011541941,0.0065237624,0.0070183519999999,0.0,0.02188621,0.95312566,0.0,0.155388
Ogfr,17.888538,0.0,0.0,0.42363104,0.09937047,0.38463497,1.4935435,6.5301185,6.532482,5.587851000000001,50.659412,43.338226,24.74992,17.97529,18.5382
Olfr376,47.40032,0.12255044,0.5826177,48.784138,62.383186,3.9587224,0.6789174,0.2029796,0.0,0.0046180557,0.0,0.0,12.507347,0.0,0.604582
Olfr881,84.80089,0.0,0.042739276,6.418039299999999,11.264748,0.4053087,0.022980126,0.0071472237,0.0039969409999999,0.009135216,0.0,0.0,23.546795,0.0,0.175003
Olig1,0.57210857,0.07001399,0.016382005,0.42739466,0.72394305,0.0,0.0,1.3031267,0.003044992,0.65077966,0.46875688,0.21744396,0.46614334,0.7139853,13.1592
Oog4,2.5500934,570.79297,924.0284,149.25388,67.42229,5.452828,27.886324,1.485854,0.17439017,0.45836848,0.0,0.01762987,0.19562943,0.0,0.0266158
Opalin,0.024723597,76.83548,101.592255,35.387440000000005,6.1636558,0.010337763,4.0771346,0.050085545,0.0,0.0,0.0,0.0402658,1.3409122,0.9403192,0.0202457
Opn3,1.585133,4.086563,1.700843,0.59092027,2.3564982000000003,0.07593519,0.0,0.0014337297,0.0,0.0,3.7062395,1.4194624,1.6320343000000002,0.024248809,0.205588
Osgin1,0.7730637,67.80341,73.757576,31.556625,9.561331,0.0,0.0,2.2558532,0.41206706,0.003250609,0.5251992,0.92537963,0.21650828,0.0,0.368194
Otx1,2.5716822,152.34665,97.22994,18.647669,5.5694175,0.2693424,0.0600103959999999,0.1637976,0.3995054999999999,0.0,2.1636748,0.8630575,0.36926544,0.5799376,0.153792
Oxt,0.64423233,0.0,0.0,0.0,0.0028485586,0.0,0.0,0.0383082479999999,0.0,0.0,0.06451434,0.0,0.8235473,0.77936536,0.0
P2ry1,2.9880643,0.0,0.016382005,11.936021,4.1935444,0.0,0.0,0.0028838555,0.0,0.0,0.4091448,0.061349437,1.3649979,0.45672363,0.0955325
Pabpc1l,0.46045396,384.3767,524.86755,39.94562,18.983965,3.1915720000000003,14.635464,1.8047146,0.0028103015,3.3092093,0.5173565999999999,0.30910075,1.3056873,0.0,0.14651
Pak7,0.44241965,3.4934697,5.2089567,0.037245575,0.0143586269999999,0.0,0.005985479,0.023115085,0.0,0.0,0.0,0.23299144,0.09406363,0.01092052,0.0
Papss1,10.75435,22.14141,18.304064,7.58478,3.3303519999999995,5.407849,4.203844,3.7902493,3.8678377,0.78551257,55.60661,22.359907,10.853767,6.546376,7.131452
Paqr6,0.6081951,13.233042,9.86833,5.5838220000000005,1.7366375,0.0698208999999999,0.020013971,0.2545764,0.011820656,0.03623007,0.9752482,0.10004308,1.0464485,0.33458102,0.276827
Pard6g,19.067863,61.909380000000006,69.46035,12.19395,4.440966,0.035023417,1.7669698,2.1946824,2.943495,0.79641354,12.079654,5.614768499999999,22.290712,11.278433,5.68662
Parp10,5.132807,0.0,0.047755267,24.101011,21.826618,2.120369,0.003047292,0.00509408,0.0,0.004349154,5.3561625,2.6047645,3.687684,0.0,1.00107
Parp11,3.6909688,9.78262,16.703451,1.9449091,2.8830585,0.71791786,0.24920645,3.681419,0.045615453,4.57112,5.004595,1.4695473999999995,5.346825,1.0252318,1.329375
Parp12,16.509724,2137.8987,2571.639,1890.7852,1001.79474,228.27055,19.489662,4.65118,2.43855,0.38737038,11.809974,12.550486,6.0997767,4.487467,6.85807
Pax2,0.51434094,14.755632,9.057268,8.817805,4.0281925,0.057118982,0.0,0.013779905,0.009957491,0.0040387786,0.012264609,0.022633793,0.027075222,0.25236303,0.0
Pax3,1.2337015,2.9967475,0.07953661,2.1018527,3.8358688,4.071635700000001,0.8978456,0.013516671,1.047213,0.0072893873,0.11594461,0.0,0.23946941,0.0,0.0322469
Pax5,0.059725124,0.0,0.0,0.0,0.0025216634,0.0,0.0023448362,0.0,0.0026230582,0.0,0.02903518,0.0,0.05921434,0.0,0.0663358999999999
Pax9,4.208419999999999,0.0,0.9568845,0.037245575,0.0,3.2085612,1.4864507,1.0547459,0.013630307,1.638572,0.046421975,0.073681235,0.72882974,0.0,0.0350453
Pcbp3,4.454850700000001,82.36955,134.33255,88.193504,37.161827,14.32088,29.695066,0.056985192,0.99652755,5.3492823,41.379097,16.57108,7.285025,18.716286,12.0667
Pcdh10,2.3620217,5.157023400000001,9.2947645,27.900612,4.5885105,0.055269364,0.0017188666,0.02995762,0.0092479709999999,0.05712759,0.066698596,0.0127706565,0.09977795,0.0,0.0232035
Pcdh15,0.089303024,144.51558,138.46634,46.136707,12.046314,1.0875485,1.5344875,0.27744982,0.0300942529999999,0.042563718,0.0176847,0.0087641059999999,0.06243603,0.00572216,0.00757231
Pcdh7,1.4849194,0.0,0.5328165,0.02332445,1.9612118000000005,0.0,0.003047292,0.0071687259999999,0.0029075635,0.0025197447,0.039032884,0.19180998,4.0948257,0.015489065,0.00814481
Pcdh9,4.6105247,486.0312,475.28888,181.04474,67.762665,29.759626,0.26708353,0.94076717,1.4152933,0.003160385,0.23018074,0.15483597,0.7199575,0.09008037,0.0304109
Pde10a,2.0562031000000003,9.609101,5.2715726,5.662908,0.08810116,0.013985745,0.0047942162,0.078703016,0.64226204,0.017638495,0.57065594,0.2052853999999999,1.6599061000000002,0.018706707,0.0590728
Pde1c,0.6008509,22.31522,25.412762,14.816838,11.842039,2.7868493,0.012429361,0.026979087,0.016422505,0.043255877,0.51204425,0.4118181999999999,0.17721787,0.0,0.0271683
Pde3a,0.49578884,76.60944,58.277466,15.317803,9.740635,6.169038,1.2102834999999998,0.7530135,0.23124278,0.012316094,0.0,0.36349836,0.18934602,0.0,0.0499791999999999
Pde4d,2.1559944,56.797430000000006,62.808580000000006,91.88804,55.512207,7.417007000000001,0.19607174,0.6798422,0.5495661000000001,3.7923877,2.0195115,2.2408257000000003,5.5840554,2.9067452,0.0
Pde4d,2.1559944,56.797430000000006,62.808580000000006,91.88804,55.512207,7.417007000000001,0.19607174,0.6798422,0.5495661000000001,3.7923877,2.0195115,2.2408257000000003,5.5840554,2.9067452,0.0
Pde8b,0.38825148,5.4528527,11.075858,10.666082,0.8794654000000001,0.83911836,0.12737957,0.55511355,0.09991396,0.11413243,0.84717643,0.4134632,0.4092374,0.29190192,0.0
Pdlim4,6.549672599999999,0.0,0.0,1.5718899,0.7864557,1.125293,0.86504424,15.705948,8.167786999999999,4.787742,11.776872,3.927065,11.610034,5.931212400000001,0.664227
Pdp1,2.4598181,127.03421000000002,113.40226,29.105486,8.832267,11.870318,1.0401646,1.1534296999999998,0.5453823,4.448178,6.6965766,5.1863904000000005,1.450178,2.0492544,0.986389
Pdzd2,6.5017114000000005,223.51509,259.8574,191.97914,106.12164,26.876059,1.1426331,7.1902375,2.4927785,14.559477,0.27287093,1.4358888,13.646913,0.06355317,1.26837
Pdzrn3,3.479461,13.160124,7.753244400000001,7.205738,3.4112518,0.8533184000000001,0.003047292,0.023167389,0.0,0.0044384273,1.5707015,0.7456484,2.188696,0.06601588,0.345859
Pdzrn4,0.15916239,36.62329,14.400932,2.3858209,2.947088,0.0,0.97460395,0.05520269,0.0069017187,0.0,1.2867196,0.029749583,1.6347225,0.3561571,0.2204469999999999
Pfn4,2.4428294,4.8699694,11.844902,7.438983400000001,4.238953,0.16384481,5.6323686,2.5787322999999995,3.719498,0.3946857,0.5668875,1.2569282,1.222529,0.0,0.597427
Pgbd5,2.7292285,86.556946,122.6976,61.58188199999999,31.863544,24.72309,4.997605,22.123781,6.300547,1.4733592,3.932410500000001,5.678139,2.0906675,0.46914113,1.12667
Phactr3,2.3466804,18.061905,13.586655,6.4388175,3.395394,0.014476989,0.0018561264,0.07410847,0.010543297,0.20021741,0.3042295,0.5239794,1.2184841999999998,0.2801915,0.120638
Phf1,1.8449893,330.89014,194.96019,317.69815,196.74048,27.60347,5.60385,2.29279,3.647195,2.4504125,3.019753,4.2053400000000005,3.2203903,1.6556295,0.422675
Phf7,13.307691,18.89134,20.56498,29.154345000000003,14.627335,0.231301,6.4545884,14.465313,11.869586,1.9479984,7.2584467,5.540719,3.8416927,4.2619915,3.64077
Pias1,17.683360999999998,644.3568,768.43536,230.07277,155.81589,129.69662,31.90972,90.082985,37.30157,58.33629200000001,25.950586,19.978125,26.081505,10.914983,5.06386
Pid1,13.366604,38.949287,48.285126,2.0781977,0.17955281,0.008399376,0.0,1.3431208,1.2112861,0.26953575,7.908322,8.219004,61.898384,9.089472,3.56886
Pik3cd,2.4882166,512.20374,883.1278,385.07333,259.96536000000003,69.832695,2.2609828,35.215454,27.218239,12.513962,6.795385400000001,12.810683,4.1286983,2.2246685,1.48704
