,8_sc,zygote_sc,early2C_sc,mid2C_sc,late2C_sc,4C_sc,16C_sc,midblast_sc,earlyblast_sc,lateblast_sc,D.EPSCs_sc,L.EPSCs_sc,TBLC_sc,ES_sc,2CLC_ref1
Dync1i1,0.45674598,0.0,0.0,0.0276018179999999,0.12882608,0.0,0.0,6.001308,2.3408437,8.799383,2.2391677000000003,1.1203809999999998,1.6847689,0.06771704,0.4787729999999999
E130307A14Rik,3.665985,0.19634967,0.044130024,0.0,0.19988611,0.0,0.002152945,0.22467123,0.00841936,0.3251152,2.807113,1.4854898,2.9181638,0.06289174,0.0
E330021D16Rik,0.1690079,0.052875947,0.05066854,0.25477698,0.0173355,0.0,0.075261414,0.029398607,0.0067661293,0.027405646,0.0,0.18363555,0.6630866,0.0,0.324746
Ebf2,0.43921384,11.842517,11.566977,7.0613847000000005,9.20928,0.0,0.00274591,0.053034052,0.0,0.0,0.08434582,0.0071090143,0.47267252,0.02169306,0.0359462
Ece1,5.8053694,70.81806,61.04505,19.669458,11.308123,0.19284602,0.42613816,0.44298738,1.2439053999999998,0.02004751,18.099281,10.877005,13.177876,14.032911,14.10992
Ecel1,3.304473600000001,0.14412022,1.2510888999999998,0.0,0.0153003065,0.0,0.0104038469999999,0.0032777372,0.008074048,0.0023625114,1.380822,0.21562827,1.0713828,0.08980034,0.472327
Ednrb,1.2461565,1.4562619,1.954263,7.052836999999999,4.402787,0.0,0.0,0.0107602339999999,0.011086126,0.008000551,0.0,0.53756994,0.87670857,0.0593709829999999,0.022906
Eef2k,4.4585953,442.69666,830.01807,251.48955,72.495285,18.096613,30.44241,7.158235,11.447037,8.305649,14.287165,8.263794,4.706125,8.303919,4.48195
Efcab10,0.61209553,0.0,0.0,0.0,0.002920324,0.0,0.039184928,18.493826,13.1942425,30.108797,10.560211,1.957122,2.8349655,6.651894,0.7355619999999999
Efcab6,0.04991966,192.12045,289.00702,136.0377,38.787987,7.799039,43.823486,0.23433013,0.015170861,0.016597655,0.35566568,0.20392126,0.07264997,0.20658161,0.336074
Efcab7,4.8690940000000005,14.822381,16.942823,4.910721,0.053691447,0.0,2.0028615000000003,10.530025,9.914344,0.9155042,5.3573422,8.044119,2.1499255,1.7100049,1.48106
Efna5,3.5382574,110.64363,151.90653999999998,89.14504000000001,38.415916,11.872615,0.08159624,1.5400406999999998,2.0239043000000003,3.9504232,1.9441475,0.7283050999999999,3.091789,0.0,0.626045
Egfl7,37.409424,0.0,0.015686631,0.08340356,1.7134811999999997,0.009947071,3.3054311000000003,23.506313,18.990822,11.464361,100.49503,91.06914,35.287174,64.03128000000001,27.8652
Egfr,2.577331,245.69057,375.15103,266.8526,99.05165,11.181192,1.8489646,0.29074633,0.49466944,0.06442446,1.3564488,0.6255797,2.7748559,0.44681424,0.619787
Egr1,54.017162,7.336772,9.669711,10.93073,5.577294,2.0102355,0.026893264,0.60830796,0.0043585645,0.01302412,4.991996299999999,0.9522199,9.771211,0.5627714,20.8962
Ehbp1,8.532964,299.7832,289.58524,180.18483,66.94781,8.699469,18.16669,13.939489000000002,2.7539258,1.2263473,4.46094,4.362945,3.9881017,1.8603129,0.911649
Ehd3,4.157078299999999,2.7096145000000003,2.0730238,6.0724335,0.12238829,0.0,8.479901,0.0048876884,1.5808201000000002,0.0,2.8677454,2.8662043,1.7529027,7.073971,1.92509
Ehf,0.05232428,1289.0461,967.9611,268.90952000000004,155.34158,26.838453,16.640573999999997,2.4329110000000003,0.5586229,0.014380218,0.0,0.115407236,0.021406656,0.0,0.011969
Eif4e1b,0.08951581,2340.606,3363.552,488.31143,134.48479,18.092936,123.166115,7.554566400000001,4.0316553,5.7228785,0.0,0.076041065,0.1831831,0.0274627429999999,0.2405361999999999
Elmo1,1.9145312,12.418698,3.0160222,5.5590444,3.0512652,0.0,0.02006004,0.0159751,0.014989943,9.406325,13.409179,7.029316400000001,2.208855,3.381092,6.84015
Elovl4,9.024318,0.0,0.68589115,0.026315784,0.42158824,0.5968241999999999,0.0,0.0012845804,0.0,0.0,2.8107166,4.1833534,3.6438704,2.7902794,1.2064
Emilin2,1.3524268999999998,47.146355,39.57189,27.333208000000003,5.124537,1.4174081,0.78757215,0.68478143,0.44794172,0.0,1.5874295,1.5210694,4.636174700000001,1.392424,0.278163
Enox1,3.2532492000000004,68.60309000000001,105.08,31.871141,13.579524,3.2867322,6.227140400000001,0.10116088,0.0234332529999999,2.5765407,13.38665,39.202873,11.944093,4.8349943,0.0
Enpp2,0.24716632,44.949684000000005,41.838142,23.861984,3.7713509,0.014932694,0.010105699,0.13176882,0.007756344,0.0,0.8824778,0.9279093,0.48591474,0.018672178,2.46664
Enpp5,0.51712143,10.89215,16.462282000000002,8.860549,1.3376148,0.0994101,0.14429367,0.023255767,0.6102403000000001,0.0,14.87395,2.696153,1.3934528999999998,1.3490839,1.396952
Epha3,0.45969772,130.93604,219.23755,184.92226,63.38202,6.4457655,0.5249543000000001,0.41613483,0.0,0.0,0.0,0.033214107,0.19658343,0.0,0.0079508299999999
Ephb1,14.963907999999998,4.869029,3.4380812999999995,31.450659,27.558594,0.7000786,0.7079658000000001,0.016266776,0.0074959826,0.019104099,0.015458203,0.008135354,0.51717114,0.050824028,0.136573
Eps8,7.367564999999999,234.69754,332.55035,194.45052,119.21294,23.962694,0.6650059,11.788352,6.7189345000000005,20.485012,24.895563,60.47896,7.624321000000001,13.884831,6.30653
Erc2,13.7689,50.168633,46.167507,50.325790000000005,26.7756,12.330208,0.7112369000000001,0.8387094,5.6170535,2.4554718,3.113773,6.429188,4.0600686,4.5769033,0.0
Esr2,0.14632355,103.049324,106.89021,33.011497,18.824776,2.3095772,2.5778043,0.24920893,0.03281434,0.02734323,0.024838436,0.024169369,0.17494756,0.0,0.169946
Etnk2,1.5637063,0.0,0.30817702,0.012415192,0.29435045,0.0,1.4773037,7.190094,12.485306,4.8485165,6.792312599999999,7.1019630000000005,4.227336,2.4057899,5.82596
Etv1,4.540774,2.6609442000000003,6.460921,4.046573,0.6867178,0.068305306,0.0175805869999999,3.868034,4.77147,4.153617,2.7236545,11.528985,13.584388,8.631117999999999,2.91791
Etv5,19.111582,42.895140000000005,62.231037,24.53997,39.507618,15.163429999999998,47.89451,130.05633999999998,92.448685,77.35784,85.170784,156.19223,114.257416,138.04425,132.37
Extl2,3.3783731,0.35834685,3.1934676,3.5379944,2.3896751,0.0,1.9252771,0.33685777,1.2580643,0.003842946,6.043443700000001,5.7549853,4.8303866,5.0914373,1.148408
Eya1,0.28871804,85.12014,71.24351999999999,44.513645,17.727926,0.058946915,0.40341824,6.052541000000001,2.2223396,3.8840914,4.999257599999999,23.487717,0.517988,3.0586486,0.598327
Eya4,0.26073316,0.0,0.041176826,8.906388,4.234503299999999,1.619951,0.0,0.004498167,0.0,0.0,0.013676316,0.029573979,0.41021836,0.0,0.0
Ezr,135.16391000000002,0.19003797,5.558697,33.841637,8.358939,1.2038658000000002,7.303200200000001,113.60753,109.39922,122.042145,213.48026,188.10672,91.77663,120.430504,128.631
F2rl1,7.0492296,0.0,0.009443626,0.0,0.0028235395,0.0,0.22716717,54.156180000000006,28.95791,53.656548,70.7241,93.333496,33.619553,14.902681,31.636
Fa2h,0.5383463,249.96646,190.69727,180.55269,74.784134,10.651621,1.0748987,0.35314113,0.0023856398,0.0046180557,0.42006904,0.09766711,0.08705448,0.13069294,0.0988898999999999
Fam110c,0.6343088000000001,124.43646,130.14952,10.0555725,0.08264104,0.0,0.00798628,1.5110677,0.0,0.0,1.4632965,0.0435977129999999,1.3440217,0.0,0.352923
Fam131a,1.4685465,70.89735,40.56268,30.048388,42.364740000000005,14.013846,0.60505784,0.10549034,0.117962204,0.0044384273,2.1339293,0.9996153,0.99030167,0.69180906,0.0
Fam13c,1.602121,111.16953999999998,89.94139,19.650227,13.566261,2.702664,6.437471,2.5536778,0.16427436,0.0079277465,11.127024,12.952037,2.6168015,2.3203294,3.544336
Fam160a1,0.35895297,243.51794,306.94675,172.65663,68.35548399999999,11.796681,8.828536999999999,22.260355,4.310251,8.517735499999999,0.5237890000000001,0.40578982,0.8527461,0.009774885,0.884451
Fam167a,0.6942183000000001,70.15285,68.48662,50.560566,25.096268,5.6882377,0.019526606,0.176205,0.008154716,0.007325429,1.4227017,3.1283855,1.5770903,0.0,0.486361
Fam171b,11.72697,18.79118,10.286963,24.722723,16.880121,0.025311733,0.05811248,0.07189799,0.0,0.0,4.1382093,2.721995,2.9276333,0.7038460999999999,0.477564
Fam25c,156.51248,0.9111798,0.73629194,0.104383655,0.43359604,0.0,0.41756874,58.773323,75.14283,68.54084,238.32346,339.02383,320.43558,345.16986,170.269
Fam49a,5.5389123,54.616690000000006,83.666374,117.67295,31.838772,2.9736054,2.6046183,10.656752,6.2630196,7.905309,6.563963,2.0915284,4.555884,1.5567896,1.633492
Fam49b,58.331013,0.7661666,0.6852627,0.0148868235,3.907544600000001,21.890287,20.40208,50.010006,64.02003,46.91555,84.172844,82.45692,99.51096,46.68783,14.92372
Fbxl17,3.3159878,47.830112,51.93228,36.387012,2.4897206,0.10339139,5.407649500000001,16.632517,20.28628,14.787515,1.4790148,0.8498380999999999,3.5506215,0.219773,1.43651
Fbxl7,2.8225474,17.264260999999998,35.33477,16.88015,3.5448785000000003,0.035145197,0.0,0.0143536925,0.0,0.0040805424,0.13061018,0.14681457,2.6620746,0.010035689,0.365113
Fbxo43,0.16733778,359.2168,399.09143,187.8253,87.26626999999999,9.816115,19.783548,0.80782974,0.051311217,0.035936747,0.2053968,0.17240368,0.45170265,0.016779851,0.0809952999999999
Fbxw4,6.2180040000000005,218.15329,252.28969,162.65001999999998,37.275635,4.294414,1.1406053,0.3567136,0.20044222,2.868928,5.8145213,4.880376,1.2487361,0.59112155,5.66706
Fcgbp,0.5704921,0.19003797,0.0,1.3392167,0.009501783,2.0074875,0.8078159,0.00795548,0.0021600879999999,0.0,0.2784209,0.07616022,0.6044814000000001,0.0,0.107097
Fdxr,14.043446,1.1965463,0.1284595,0.35745966,0.032893345,0.09351875,6.561491499999999,27.790165,38.68946,6.1623790000000005,42.623417,30.279016,12.176361,25.528446,7.78933
Fetub,1.6033462,99.668945,105.33518,23.96901,16.21262,5.0652843,0.45211327,0.7586815,2.6814973,10.399949,36.611652,19.2881,3.6957984,6.492243,2.77965
Fezf2,0.07887867,2.2586267,1.9596264,3.3447602,0.64975625,0.26314437,0.0,0.0045267916,0.0019016895,0.0,0.0,0.14076544,0.13660593,0.0,0.0621525
Fgd6,5.694241000000001,256.2636,343.57675,243.39467,147.34708999999998,43.008728000000005,5.1672683,29.621561,18.701431,51.006855,2.6435223,1.2038997,2.5859635,1.0347705,1.97195
Fgf7,42.305347,0.0,0.138339,35.224790000000006,20.767174,6.742173700000001,1.3727791,0.017993927,0.0120437825,0.0076784003,0.0,0.1012807,4.5159197,0.0,0.193951
Fgf9,0.47982416,25.186546,21.389805,14.047269,9.03219,0.053530354,0.03221252,0.096054636,0.04012833,0.44046012,0.17765066,0.18916045,0.25312516,0.08584037,0.0216301
Fgfr1,43.601204,24.550041,19.513857,7.698471,13.975489,44.109615000000005,40.291245,215.09425,139.35509,200.23961,38.2846,52.221703000000005,44.575035,27.160355,16.37127
Fhod1,9.291177,3.517037,3.4446604,0.13355525,2.3832457,5.2090135,5.6043615,62.49246,43.33862,61.3319,3.7403548,3.6840284,6.5696397,0.6530509,8.567639999999999
Fhod3,8.5412,474.15836,500.70767,565.43005,159.91292,28.100397,0.57410985,2.9641166,0.025887864,0.06466537,2.4929066000000004,3.8095849,2.132518,0.5358833000000001,1.07687
Fjx1,30.711023,0.0,0.3440220999999999,0.40504828,0.037458744,0.0623574259999999,0.002791605,1.9666363,1.2325636,0.4727555999999999,0.38041395,0.6204770000000001,7.431947,1.4688278,3.52308
Fkbp14,1.9608289,15.453568,26.73606,10.670156,4.8613124,0.04090109,0.43298897,0.01771905,0.12036682,0.29844573,1.7299886999999998,5.244174500000001,2.7441099,3.0331805,0.0
Flrt3,8.29231,109.1359,190.25372,83.76776,26.20718,1.9002903,12.541727,0.6910818,0.004809253,19.046057,1.8171417,1.7236091,12.419168,2.4122963,0.555675
Flt1,1.899872,14.468878,11.487712,10.363389,2.7722194,0.033748977,2.4429667,0.016488483,0.0031248443,0.7866474,4.7067120000000005,0.03485986,6.610230400000001,0.14340001,0.1889743
Fmn2,4.0282345,686.23627,752.1852,632.5042,305.32965,12.721657,30.644249,1.3312546,0.69258326,8.104414,0.9146103,2.450286,2.6256347,0.73855066,2.85333
Fn1,107.4131,49.896004,85.27325400000001,35.503315,15.358357,7.644214,9.457092,266.89578,126.183075,239.06476,173.93091,190.2973,85.98934,62.410297,46.9917
Fnbp1,12.072777,1.0756111000000002,3.903904,17.501448,15.989306,11.866225,32.665417,45.575733,32.863964,27.038157,34.238953,26.30984,13.67592,5.821015,0.0
Fndc3b,19.834566,207.41827,197.38855,171.92946,71.88298,10.941438,0.32073146,34.675114,27.560732,24.819843,2.2490556,4.652453,12.083811,1.9307009,1.36277
Fndc4,4.483233,0.0,0.0128459489999999,1.6203518,0.05597539,0.0,0.28392658,0.23347446,3.4812202000000005,0.0,9.947948,6.337801,3.1965728,2.4590728,2.4199550000000003
Fosb,14.785231,2.0693815,3.4673538,5.26339,7.1628623,2.5456035,0.0,0.0065438645,0.17680655,0.017396616,0.025679015,0.1902045,18.39347,0.34379354,1.144593
Foxc1,1.3850832,20.183933,19.97311,25.258232,10.446431,8.901297,3.9094656,4.851458,2.838751,3.0322168,0.1802027999999999,0.028679395,0.3499484,0.0302418429999999,0.0889255
Foxh1,4.330642,0.0,0.0,5.764298,5.081774,6.851253,2.5086002,43.902225,40.264557,31.538963,173.69432,200.79094,1.1658623,76.201256,24.8223
Foxp1,13.162839000000002,11.132349,12.577835,10.942771,2.8537612,1.4323063,0.5143015000000001,0.19305147,0.08703887,0.110362954,10.320446,5.907763500000001,40.73101,3.7252073,6.938389999999999
Fpgt,3.2726355,29.470966,44.78693,26.229889,17.606897,14.825464000000002,2.9603493,1.0574875,8.864025,9.207843,8.910592999999999,3.2140691,5.533983999999999,5.187864299999999,1.05784
Fry,9.582346,75.49101,101.426216,74.89013,28.289621,11.398215,2.2769527000000003,20.720095,5.9097958,24.449831,2.0779681,2.9971175,24.06488,1.5750061000000002,1.32576
Fsd1,9.701433,27.391668,18.86068,17.312359,19.109356,1.662608,0.8791597,0.20463341,0.0,0.0,18.807186,15.365231,12.285651,21.44619,10.3467
Fsd1l,20.683325,35.634518,41.908714,13.229431,2.6273513,6.5171633,1.9125279,7.844442,1.6789208999999998,13.057719,3.8363369,4.2974190000000005,13.650035999999998,1.1427408,1.774022
Fstl1,37.57384,2.1857672000000004,2.2638383,12.377582,7.156262400000001,0.43965745,0.035193592,0.18539558,0.19239634,0.0046180557,91.34638,35.450603,31.286858,37.40144,12.4579
Fstl4,0.9705526,12.232377,12.907984,6.050000700000001,2.3108058,0.075810276,0.0,0.04874681,0.0,0.0,0.23499654,0.20978522,0.3096294,0.0,0.0448229
Fyn,18.922888,464.35706,346.8298,172.46684,147.79295,13.552873000000002,1.9386133,0.8639458000000001,0.52042675,0.003250609,9.211077,7.509635,14.144651,2.2325745,11.04408
Fzd2,12.808928,0.0,0.016382005,21.736544,14.270442,18.193989,0.0,0.0,0.0051548285,0.0,3.04012,1.5952502,4.0341964,0.8730728000000001,2.11459
Gabra5,0.5574351,0.0,0.0,0.21962462,1.256741,0.0,0.0,0.0,0.0,0.0,0.3244921,0.26672682,0.21894029,0.0,0.11572
Gabrr3,3.3095903,34.540085,25.211578,14.945912,4.789659,0.0,0.003047292,0.07445895,0.0,0.0,0.26620483,0.0,0.17559975,0.0,0.0
Gal,0.69605076,0.0,0.09411979,2.380696,0.022571174,2.0131521,0.0,0.0016429360999999,0.0019016895,0.0,14.946058,0.18546142,0.80273986,0.0,0.296959
Galm,5.2061910000000005,234.61789,222.03358,70.37563,13.9480915,18.109184,4.1644826,32.020990000000005,15.986182,48.54745,40.417183,27.214478000000003,5.7424040000000005,12.259666,7.384239999999999
Galnt12,4.082157,6.063318700000001,0.1390876,0.967114,0.03456653,0.0,0.0043461607,0.012975671,0.0,0.0,3.2072203,1.7164234,9.306745,2.9245148,0.999429
Gatm,2.6587586,0.0,1.1265968000000002,2.9687226000000004,0.2118295,0.0,1.1556611,0.0038601481,0.0,0.0,1.4806854,1.25919,2.8969104,0.868748,0.6264529999999999
Gbp7,2.3242753,33.365257,56.4294,25.565134,14.380104,8.155352,0.13894407,0.062466368,0.0023856398,0.0048056846,0.15093717,0.0620381459999999,0.14348926,0.019870926,0.001150012
Gbx2,41.84812,43.3268,37.598690000000005,46.117573,7.540802999999999,0.74360365,3.8335962,0.970413,0.19365379,0.12884893,10.025955,33.034588,12.653942,24.116838,23.0634
Gckr,0.009949268,4.3175044,3.1078043,0.36691025,0.04986939,0.010337763,0.40560567,1.0474322,0.0,0.0,0.016304541,1.493226,0.120131925,0.0,0.0475909
Gcnt4,0.4429081,107.91136000000002,87.21685,12.084603,5.750749,1.525549,3.4780128,0.18530439,0.56514806,4.5270467000000005,1.1592505,0.75719833,0.5624170000000001,1.4183013,0.0528683
Gda,0.71321815,184.44135,205.31557,204.9959,96.9256,9.787704,0.07223901,0.25695375,0.011895191,0.0,0.0,0.0,0.21901622,0.0,0.0227593
Gdf3,12.694227,0.0,0.34547812,7.042889999999999,2.615975,12.358531,82.43584,155.0594,141.76866,138.88934,160.52783,311.54645,64.42875,151.95386000000002,42.4469
Gdf9,0.94341314,2241.46,1370.2181,298.19363,157.74345,45.79736,61.73169300000001,13.71982,1.2614976,0.5408675000000001,1.9164914,5.1968746,0.42598438,0.0,0.326164
Gdpd1,12.078292,547.0577400000001,385.95715,88.2199,50.236565,40.610023,49.53395,6.0003066,3.1141548,0.19570255,4.1426926,2.382689,3.9972892,2.5033072999999995,1.27862
Gfod1,0.8929165000000001,70.20814,69.6363,50.527706,32.289345000000004,14.238944,3.8866925,0.35004503,0.17761458,5.861368700000001,0.8714174000000001,1.4056437,3.8482392,0.0140942439999999,2.23807
Gfra1,1.6098956,44.119152,52.35775,28.29548,7.86526,0.0,0.010455774,0.0825133,0.0023747882999999,0.0,0.0,0.16910528,0.33294237,0.1287959,0.0685288999999999
Gfra4,2.550928,1.8222482,0.97397035,0.7752893,0.7243881,0.009947071,0.008195129,0.0064234793999999,0.003217152,0.0,3.8484619,5.711364,2.127818,0.56433773,0.0
Ggt1,4.158132,1.173751,0.33603278,0.02332445,0.18587998,1.804496,20.689743,163.64882,150.29578999999998,92.36317,7.4134974,4.067461499999999,11.105982,9.673306,1.64952
Gja4,0.67916214,625.7737,368.7798,17.812262,16.880693,1.2745688999999998,32.518295,0.7225685000000001,2.3309205000000004,7.624683,3.881883,6.9046745,1.869129,4.690155,0.293404
Gjb5,5.220902,0.009426957,0.047340464,0.0,0.03134335,0.0,6.7730436,328.95343,362.2781,273.0112,143.55823,105.07779,48.31192,67.68727,12.0304
Gli3,7.696627,604.23584,703.6289,1044.9069,621.9574,104.77883,31.922195,1.0265259,0.22860464,0.0301771629999999,5.0494330000000005,3.6285124,7.012805,0.9472703,0.379341
Glis1,0.9097438,6.8368697,11.853217,6.515089,7.046286599999999,0.0058547813,4.6394005,1.3904165000000002,0.0053866617,0.0,0.10826944,0.6717821999999999,0.36759564,0.0,0.354605
Glis3,0.4692627,17.293453,19.88064,27.920189,16.482388,3.0297818,0.6762794,0.028926795,0.0074035567,0.5123397,0.3678592,0.070698924,1.2576686,0.12715821,0.482666
Gm11487,12.327606,0.60457605,5.7870307,599.7724599999999,127.828835,23.844912,0.07943749,0.004510395,0.0,0.021470595,0.0,0.0,3.0448172,0.0,0.307061
Gm12794,164.29834,0.19216028,0.88410085,136.1115,73.45463000000001,4.001656,0.095047735,2.0352035,0.0683914,0.07474847,0.0,0.16497034,26.086584,0.0,4.9178
Gm13078,134.88231000000002,3.5443184000000003,14.39471,1252.2354,817.3116,235.34805,3.2479455,1.2338227,1.0697606000000002,0.3608555,0.0,0.24782175,9.977744,0.0,0.271975
Gm13083,32.773815,1.1179055,4.369522,111.897285,80.34299,7.110458,7.0364356,1.81423,1.6975889,0.6653234,0.013108571,0.22897355,1.7099949,0.0,0.296811
Gm4981,6.200866,53.01184,97.8371,7.346728,0.14119355,0.0,0.005200237,0.11667425,0.004877648,0.0,0.030920696,0.0,0.504342,0.0,0.243257
Gm5577,12.913527,0.29286394,0.3525622,2.6105342,3.0827973,0.07583564,0.28446692,0.28807157,1.5623263,0.26963556,1.0791626,1.2389792,4.440745400000001,0.05205363,0.0
Gm7694,0.76410073,4.9260125,5.0629573,7.505741,1.0116886,0.0,0.0025856122,2.632078,1.4862835,3.1693373,0.75014555,0.16030176,0.10987558,0.0,0.395848
Gm8300,1202.0668,0.22605538,5.8702674,774.7554299999999,451.5891,42.097954,0.72950035,1.7717406000000002,0.54841363,0.7065962,0.01711777,0.04221445,347.47997999999995,0.037301175,7.590889999999999
Gmds,17.5465,38.84414,19.774458,10.302522,1.3439062,0.0,0.3788542,15.304645,9.334455,9.036067999999998,22.133379,18.005728,8.711928,5.801126999999999,3.65595
Gna14,0.6345036999999999,422.3734,337.39316,105.566475,27.294697,0.021656632,0.15431687,3.5805337,0.0074060783,4.601036,4.1593313,1.3333443,0.66400313,0.063351445,1.67245
Gnaz,10.274025,4.7101445,3.295136,2.623652,0.6635882,0.0,0.0,0.008602378,0.0,0.0,3.5790927000000003,2.1700795,14.036225,0.87191314,1.91706
Gnb4,8.627355,51.443573,83.63031,34.611015,19.482786,0.008399376,1.3226922,1.2788776000000002,0.0019016895,0.2989935999999999,13.133045999999998,8.550953999999999,6.424415,4.979639499999999,0.0
Gnb5,2.9882774,59.25655,52.757736,10.468236,6.6806884,5.516803299999999,0.002152945,3.1264913,10.807105,0.0,7.9865355,3.999621,2.4742439,7.083889500000001,1.36044
Gnpda1,16.181757,8.205638,3.9526107,9.023366,42.278374,142.39131,124.76021,269.56915,219.10542,124.768524,48.203392,31.149408,20.506289,159.92029,48.7582
Gpm6a,0.321968,33.763259999999995,16.718564999999998,8.750177,0.6477550999999999,0.33047506,0.038127135,0.17055473,0.0,0.0049293204,0.11989572,0.11502027,0.16390438,0.0,0.0630278
Gpnmb,3.4261215,40.897984,77.13344000000001,33.898140000000005,14.343664000000002,0.120188184,0.69820887,0.99657077,0.032559972,0.5015536,0.14231884,0.30610502,14.715357,0.3218415,2.57988
Gpr1,0.29354116,64.42245,88.26196999999999,20.829844,6.284322,3.209573,0.0,3.5133922,0.3264564,0.0,0.7470817,2.4006274,0.6492958000000001,0.61028737,0.1364119999999999
Gpr108,9.270625,22.66853,22.85068,8.950498,4.5128975,24.727585,14.313864,67.598495,42.009842,57.088673,32.455597,27.974825,18.847206,11.071984,10.46125
Gpr137c,12.476587,3.9440746,11.31717,0.48027182,0.59916586,3.3784447,0.0,0.06537513,0.0,0.0,0.40035945,0.14369479,1.1178781999999998,0.0,0.0582729
Gpr149,0.097122476,37.402847,40.9399,18.498262,8.535252999999999,5.417353599999999,0.0,0.08769269,0.0,0.0,0.0,0.0,1.1751755,0.014188629,0.0076962
Gpr158,0.007689774,8.064252,6.529958000000001,0.6844259,0.94605684,0.0,0.006094584,0.057880983,0.0,0.0,0.0,0.0,0.2670313,0.0,0.0
Gpr35,0.11742425,3.8172941,1.7488047999999998,0.06025697,0.1352091,0.0,0.018888326,0.03185975,0.004872668,0.0984113,0.3426985,0.01786104,0.29562032,0.0344739779999999,0.045321
Gpr63,5.0873775000000006,16.718501999999997,21.120071,4.243814,1.8853028000000005,0.40563512,0.0,0.42666748,0.0,0.0,0.52194667,0.6405585,0.44894716,0.0,0.241044
Gpr83,0.18136376,0.0,0.0,0.0,0.00402899,0.0,0.0,0.0,0.0067419866,0.0,0.23342608,1.3562667,0.42142704,0.0,0.202011
Gpx6,0.15041749,17.270301999999997,21.060568,11.0384035,0.04473148,0.0,0.0,0.03297578,0.021338746,0.0025197447,27.665972,1.6408473999999995,0.23909275,1.3321055,1.19096
Gramd1c,0.52949977,106.17162,128.69162,63.929703,15.042117,6.090537,0.02130248,1.9885467,0.90507615,2.291443,0.30350012,0.29207388,0.49958435,0.0,1.12005
Grin2a,0.32796648,1.3575928999999998,1.195883,0.26189867,0.5454659000000001,0.043779273,0.07988287,0.29341644,0.0,0.0,0.024684157,0.1485133,0.62728304,0.0,0.00359018
Grin2b,0.09819362,6.8345046,5.942135,3.1884615000000003,0.5770337,0.04507726,0.2118415,0.03456456,0.036018346,0.02496711,0.03875514,0.21336573,1.3004141000000002,0.01682011,0.0153127999999999
Grip1,5.314746400000001,50.373756,61.613853000000006,68.09048,22.706303,7.676286,1.9853046000000003,0.66826797,0.15935029,0.097784914,0.83566326,0.45632353,0.76702434,0.053718287,0.0
Grm2,0.1946854,452.1413,312.3463,430.85452,138.31807,5.7295012000000005,17.517376000000002,0.89565223,1.3166969,0.0,1.3210143,4.270657,0.22498824,0.733191,0.446562
Grm4,0.37779027,1.2467407,3.1479855,0.0551031999999999,0.9599143,0.13078085,0.023010915,0.013485246,0.00791679,0.0049293204,2.373253,0.24004373,0.42395744,1.9131442,0.0462365999999999
Grm8,0.13804299,1.3902503000000002,0.28371125,0.05906409,1.161659,0.0,0.0,2.1827843,0.008605688,0.006603627,0.10093793,0.96106666,0.14958829,0.0255671939999999,0.19502
Gstm1,4.6675787,0.0,0.6074579999999999,11.443316,2.4819643,1.3046223,1.8203037,20.050655,46.556686,12.5249605,196.68282,78.092636,21.918623,71.429985,34.4035
Gstm5,18.36249,25.258074,21.930838,47.441513,5.356048,0.0,1.1410483,0.78192705,0.044393804,22.693888,53.748478000000006,28.098099,15.363271,3.4849367,3.37564
Gstm7,0.28818056,0.0,1.2508059,0.0,0.06339518,0.0,0.0024382933,19.111917,18.553488,9.490953,9.849354,9.302961,0.7980071999999999,0.0516976,1.030252
Gtf2a1l,2.2463803,64.3911,22.213911,11.066406,8.761832,2.8845162,0.02695746,0.42726547,0.0,0.0029806339,1.0389061,0.31250188,1.1212256,0.0,0.952534
Gtsf1l,1.2453146000000002,10.50505,4.696726,4.1465044,2.8906446,33.963295,31.118584,132.9641,167.69503999999998,111.84049,174.30868999999998,83.95174,76.84935,175.41013,36.1089
Gusb,13.477377,0.0,2.0462096,49.748898,19.930058,11.544654,4.0854354,11.708496,35.379234000000004,28.271112,35.205437,28.625189,12.920509,15.943439,11.0106
Gyg,17.000339999999998,1092.6354,1558.0725,780.0544,238.64299,31.14099,47.668526,40.331673,30.851677,189.94525,22.55026,14.809334,19.121681,10.501298,3.63803
Hal,7.4258766,0.0,0.0,0.0,0.7001183000000001,0.007794678,4.6549945,29.713848,31.317884000000003,25.739927,4.8846110000000005,9.286522,2.643228,18.923216,5.63426
Hdac9,11.684407,13.217764,24.487223,15.855557,19.982437,14.937394,0.16338894,0.06837018,0.09162473,0.1099226999999999,0.21273309,1.2040741,0.15072812,0.0,0.0482365
Hectd2,3.7303739,5.3727283,6.378746,5.626877,0.8758093000000001,0.0,0.0,0.022198867,0.0028103015,0.5576999,1.6120039,0.4128141999999999,3.3039384,0.11716066,0.834541
Hecw1,0.51922643,12.105167,11.181442,28.329933,11.347651,0.0,0.18152218,0.0172932539999999,0.003222602,0.0025197447,0.0030617972,0.035726536,2.1761625,0.0,0.0452489
Hemk1,5.827368,0.90953326,0.0,0.07351827,0.16779183,0.037040073,6.1970806,35.793026,21.545418,8.593828,66.19256999999999,43.894855,8.985650999999999,17.843683,4.0922
Hey1,1.7058874,18.796844,15.094115,12.750693,2.4164846,3.0223947,10.144047,0.54222643,0.33607572,0.006925023,5.024743,1.5470401000000005,1.7264357,3.2156916,1.60884
